# target ra dec BJD RV_mlc_nzp e_RV_mlc_nzp RV_drs_nzp e_RV_drs_nzp RV_mlc e_RV_mlc RV_drs e_RV_drs RV_mlc_j e_RV_mlc_j CRX e_CRX dLW e_dLW Halpha e_Halpha NaD1 e_NaD1 NaD2 e_NaD2 f_RV FWHM_DRS CONTRAST_DRS BIS RVGUESS SNR_DRS BJD_DRS BERV BERV_DRS DRIFT e_DRIFT SA NZP_mlc dNZP_mlc NZP_drs dNZP_drs TMMEAN EXPTIME MLCRX E_MLCRX TIMEID DRIFT_LAMP MASK PROGID PROGPI AIRMASS OBHAB THAR_FP DPR_TYPE RHKp dRHKp sourceflag vsinflag metflag
# From HARPS RV bank
GJ849 332.4233365 -4.640145 2457981.8287495 4.01917 1.645731 -15077.696916 3.859393 -1.562568 1.091751 -15075.887622 3.830844 -2.129336 1.114545 -16.235019 12.090742 24.026561 5.821515 0.853301 0.002074 0.219963 0.00355 0.249153 0.004138 0 3.078956 23.359045 0.007856 -15.1 39.1 2457981.82874 4.171508 4.171689 0.0 -9999999 3.552174 -2.141015 1.231466 -1.74288 0.468561 0.51 899.9982 -16.378753 12.087056 2017-08-16T07:37:29.452 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_objAB STAR_SKY_M4 7.99267072770387e-06 2.66555464914829e-06 1 0 0
GJ849 332.4233365 -4.640145 2458014.7168077 -1.031081 1.515795 -15086.420946 3.472076 -5.334033 0.882207 -15083.252149 3.200446 -6.379598 0.908453 -20.161827 8.536845 22.579431 5.368684 0.842087 0.001704 0.213951 0.002695 0.2511 0.003185 0 3.083669 23.408097 0.002377 -15.1 48.1 2458014.7168 -11.931444 -11.931253 0.0 -9999999 3.57558 -0.862229 1.232618 -0.406783 1.346275 0.5 899.9982 -20.182259 8.549441 2017-09-18T04:57:01.996 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_objAB STAR_SKY_M4 -9999999.0 -9999999.0 -9999999 -9999999 -9999999
GJ849 332.4233365 -4.640145 2458019.7106084 -4.465602 1.487641 -15087.650847 3.195861 -8.851146 0.832906 -15083.781372 3.041787 -9.100653 0.86013 0.07911 10.405753 23.790469 5.4023 0.842359 0.001596 0.22061 0.002527 0.259646 0.002989 0 3.084129 23.291933 0.003464 -15.1 51.0 2458019.7106 -14.245883 -14.245712 0.0 -9999999 3.579134 -0.944821 1.232617 0.290341 0.980336 0.5 899.9982 0.003283 10.41741 2017-09-23T04:48:24.922 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_objAB STAR_SKY_M4 7.47902166081703e-06 2.07060453487691e-06 1 0 0
GJ849 332.4233365 -4.640145 2458258.8646157 -11.087123 1.413349 -15092.385498 1.502006 -15.75047 0.691363 -15092.806698 0.721382 -16.007982 0.725619 -8.317501 10.451676 25.909498 5.30213 0.849107 0.001395 0.221952 0.002152 0.247859 0.00246 0 3.093258 23.534939 0.004516 -15.1 58.6 2458258.86461 29.391702 29.391681 -0.054 -9999999 3.749334 -1.222624 1.232709 -4.170534 1.317433 0.51 899.9983 -8.359741 10.439385 2018-05-20T08:37:57.092 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.96699449096782e-06 4.84282854831344e-06 1 0 0
GJ849 332.4233365 -4.640145 2458261.8890216 -11.731975 1.390299 -15091.579571 1.496155 -16.464548 0.642873 -15089.457898 0.652393 -16.81345 0.678338 3.612065 7.806764 24.628522 5.194803 0.847565 0.001303 0.215589 0.001968 0.247522 0.002274 0 3.088914 23.547767 0.006946 -15.1 62.4 2458261.88902 29.368473 29.368475 -1.451 -9999999 3.751486 -1.29185 1.232739 -1.629813 1.346427 0.5 899.9982 3.446023 7.785381 2018-05-23T09:12:49.314 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 1.01271436807017e-05 7.19778386287349e-05 1 0 0
GJ849 332.4233365 -4.640145 2458270.9135633 1.814204 1.530853 -15077.476229 1.732504 -2.980542 0.907625 -15075.599277 1.090225 -3.132117 0.934333 7.713588 10.438378 30.622447 5.400596 0.851992 0.001765 0.232528 0.00293 0.248244 0.003386 0 3.094524 23.324044 0.000958 -15.1 45.9 2458270.91355 28.965018 28.965039 0.027 -9999999 3.757909 -1.354023 1.232773 -1.880957 1.346469 0.49 899.9982 7.746408 10.452175 2018-06-01T09:47:02.973 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 7.17757935704478e-06 1.2783804943645e-06 1 0 0
GJ849 332.4233365 -4.640145 2458271.8897118 -0.101195 1.57695 -15079.811507 1.810979 -4.968982 0.983425 -15078.055327 1.211106 -5.356297 1.004651 17.570098 10.11637 33.99317 5.376591 0.858803 0.00188 0.243579 0.003205 0.259963 0.003713 0 3.094189 23.320033 -0.002791 -15.1 43.2 2458271.88971 28.949944 28.949968 0.218 -9999999 3.758603 -1.427064 1.23274 -2.002423 1.346428 0.53 899.9983 17.538008 10.127133 2018-06-02T09:11:58.074 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.68447199934842e-06 1.61547243745919e-06 1 0 0
GJ849 332.4233365 -4.640145 2458272.8716508 1.740285 1.451768 -15077.81373 1.303178 -6.51866 0.798877 -15080.334326 0.889013 -7.142346 0.829157 -11.819583 9.505643 29.955588 5.485155 0.86455 0.001613 0.239812 0.002561 0.257917 0.002976 0 3.098216 23.544733 0.001291 -15.1 51.5 2458272.87165 28.911412 28.91143 0.658 -9999999 3.759302 -4.818222 1.212199 -6.279898 0.952852 0.49 899.9982 -11.846076 9.513908 2018-06-03T08:46:25.450 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 9.06766326768687e-06 1.06300487956867e-05 1 0 0
GJ849 332.4233365 -4.640145 2458273.8915302 -3.19471 1.451612 -15085.365248 1.583113 -8.376962 0.766501 -15083.97525 0.83269 -8.756768 0.797099 0.689659 8.422721 31.097769 5.504669 0.861754 0.001523 0.246199 0.002474 0.261933 0.002811 0 3.096177 23.378653 0.002895 -15.1 53.8 2458273.89152 28.768298 28.76833 0.351 -9999999 3.760028 -1.741529 1.232742 -2.37003 1.346431 0.49 899.9982 0.654816 8.430199 2018-06-04T09:14:54.580 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 9.12621894251568e-06 1.60266110194872e-06 1 0 0
GJ849 332.4233365 -4.640145 2458274.9496644 -1.609496 1.073673 -15084.630035 1.56054 -8.193176 0.802726 -15083.4752 0.899497 -8.968173 0.837134 -10.120728 8.367528 39.269169 5.432488 0.8738 0.001584 0.245507 0.002595 0.267362 0.002941 0 3.089585 23.228317 0.000697 -15.1 51.7 2458274.94966 28.514763 28.514807 0.32 -9999999 3.760781 -3.142957 0.713025 -2.605946 1.275221 0.49 599.9983 -10.345348 8.371651 2018-06-05T10:40:55.647 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 6.39129957379659e-06 9.99258091013058e-06 1 0 0
GJ849 332.4233365 -4.640145 2458275.8406792 -1.332695 1.708844 -15082.359961 2.099268 -6.403818 1.183485 -15080.514192 1.610666 -6.74003 1.199175 -22.023287 12.764359 35.196808 5.618172 0.857127 0.002325 0.248052 0.004184 0.262221 0.004835 0 3.107078 23.575192 0.010164 -15.1 36.0 2458275.84067 28.688164 28.688217 0.134 -9999999 3.761415 -1.6304 1.232684 -1.915646 1.346359 0.49 899.9983 -22.116767 12.765649 2018-06-06T08:01:24.989 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.35182818832737e-06 1.97979353954812e-06 1 0 0
GJ849 332.4233365 -4.640145 2458288.8516577 -8.632556 1.464657 -15088.149117 1.608017 -13.373862 0.791001 -15085.272547 0.879205 -13.918368 0.828051 -9.368557 8.907604 32.961755 5.487442 0.862437 0.001568 0.250407 0.002561 0.265042 0.002952 0 3.09582 23.389693 -0.001462 -15.1 52.2 2458288.85166 26.504826 26.50488 -0.019 -9999999 3.770675 -1.300583 1.232695 -0.894105 1.346372 0.52 899.9982 -9.412699 8.898876 2018-06-19T08:15:03.092 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 9.40557299833634e-06 2.23487619984329e-06 1 0 0
GJ849 332.4233365 -4.640145 2458289.8421054 -9.871327 1.397622 -15094.458381 1.505058 -14.587435 0.65866 -15091.656576 0.672692 -14.971526 0.702446 -13.763726 9.548846 33.782987 5.575187 0.848413 0.001324 0.243483 0.002112 0.259533 0.002369 0 3.096824 23.330708 0.001029 -15.1 61.6 2458289.8421 26.308848 26.308914 -0.009 -9999999 3.77138 -1.275385 1.232686 -0.969575 1.34636 0.5 899.9983 -13.818081 9.530735 2018-06-20T08:01:28.259 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.49138578317355e-06 1.33236885782503e-06 1 0 0
GJ849 332.4233365 -4.640145 2458291.9356008 -5.102139 1.246485 -15085.960062 1.259258 -9.545711 0.772936 -15082.586457 0.840668 -9.665047 0.812692 -1.236603 8.25787 33.728487 5.644378 0.85115 0.001483 0.250001 0.002491 0.263513 0.002825 0 3.087044 23.221941 0.010494 -15.1 53.9 2458291.93559 25.588756 25.588838 -1.085 -9999999 3.77287 -1.002849 0.977903 -0.399265 0.937555 0.49 749.9983 -1.254503 8.267921 2018-06-22T10:17:13.087 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.165469013752e-06 3.28852793789202e-06 1 0 0
GJ849 332.4233365 -4.640145 2458292.8141808 -7.489487 1.505383 -15088.593903 1.680945 -12.202497 0.864132 -15085.604804 1.006465 -12.546958 0.900682 0.389341 8.125694 29.398156 5.609333 0.848677 0.00172 0.2476 0.002851 0.254021 0.00326 0 3.09941 23.557295 -3.1e-05 -15.1 47.7 2458292.81418 25.677289 25.677371 -1.318 -9999999 3.773495 -1.272288 1.232661 -0.784396 1.34633 0.5 899.9982 0.38918 8.11778 2018-06-23T07:20:53.410 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 7.7839737342802e-06 1.09560376139947e-06 1 0 0
GJ849 332.4233365 -4.640145 2458293.8003991 -5.945269 1.792046 -15089.477888 2.368489 -10.920875 1.641096 -15087.300883 2.204445 -11.583028 1.657871 7.096016 14.056761 31.05644 6.45919 0.846787 0.002766 0.25453 0.005672 0.275944 0.006499 0 3.092027 23.261546 0.006572 -15.1 28.8 2458293.80039 25.464819 25.464914 0.781 -9999999 3.774197 -1.534883 0.719883 -1.597192 0.86612 0.5 899.9983 7.149536 14.063717 2018-06-24T07:00:55.448 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 9.15311905970861e-06 2.28143414340925e-06 1 0 0
GJ849 332.4233365 -4.640145 2458295.8177276 -7.867229 1.35264 -15090.659084 1.449494 -12.843954 0.556934 -15087.831914 0.537047 -12.940518 0.606714 -4.979794 7.905542 28.709708 5.378681 0.84454 0.001108 0.232666 0.001684 0.249872 0.001939 0 3.085131 23.330021 0.004924 -15.1 72.4 2458295.81773 24.90234 24.90243 -0.183 -9999999 3.775632 -1.536002 1.232664 -0.948462 1.346333 0.51 899.9982 -4.987713 7.899553 2018-06-26T07:25:29.067 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.24288596009765e-06 3.01794116766761e-06 1 0 0
GJ849 332.4233365 -4.640145 2458306.8359295 -8.419535 1.586234 -15085.748253 1.892286 -12.245841 0.998318 -15083.486735 1.329691 -12.690676 1.036213 1.585233 10.398096 32.346126 5.498767 0.853849 0.002042 0.237267 0.003597 0.256423 0.004097 0 3.085467 23.358777 0.00508 -15.1 40.5 2458306.83592 21.546545 21.546685 -0.713 -9999999 3.783474 -0.385583 1.23268 -1.521956 1.346353 0.55 899.9982 1.525154 10.391225 2018-07-07T07:49:51.924 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.49322827734467e-06 1.60757063674411e-06 1 0 0
GJ849 332.4233365 -4.640145 2458308.7519868 -4.834722 1.475168 -15087.292527 1.657662 -8.876287 0.810403 -15084.99684 0.967139 -9.589736 0.854594 -7.273666 7.980312 33.249417 5.352588 0.857616 0.001704 0.238122 0.002827 0.247782 0.003206 0 3.096922 23.431857 0.000792 -15.1 48.7 2458308.75198 21.097141 21.097259 -0.27 -9999999 3.784837 -0.600842 1.232626 -1.48915 1.346286 0.49 899.9983 -7.296975 7.978567 2018-07-09T05:49:41.541 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 7.85858590440771e-06 2.11911761456084e-06 1 0 0
GJ849 332.4233365 -4.640145 2458311.7703731 -0.990507 1.303728 -15077.894806 1.359879 -3.533236 0.664945 -15076.38799 0.714515 -3.979484 0.716452 1.811379 8.267385 30.938497 5.584982 0.85881 0.001402 0.241489 0.002212 0.274113 0.002587 0 3.091747 23.357031 0.002255 -15.1 58.9 2458311.77037 19.972864 19.972979 -0.252 -9999999 3.786985 0.897994 1.121408 -2.280169 1.157039 0.51 899.9982 1.809501 8.279575 2018-07-12T06:15:34.387 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 9.8080281675779e-06 1.00142266802466e-05 1 0 0
GJ849 332.4233365 -4.640145 2458313.7071735 1.472095 1.245664 -15079.428332 1.441412 -3.837956 0.524087 -15077.318959 0.514989 -4.401765 0.58326 -11.883494 7.275224 26.810177 5.480956 0.866411 0.001123 0.244741 0.001715 0.262293 0.001948 0 3.100507 23.50356 0.004334 -15.1 73.8 2458313.70717 19.390473 19.390602 0.294 -9999999 3.788364 -1.869328 1.130049 -1.678991 1.346274 0.5 899.9983 -11.951769 7.285498 2018-07-14T04:44:32.061 -9999999 M2 198.C-0838(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.14724601199559e-06 1.74001661264248e-06 1 0 0
GJ849 332.4233365 -4.640145 2458637.8783949 10.613866 1.484547 -15067.839365 1.620261 6.565477 0.827204 -15067.926805 0.901346 5.526451 0.851851 -11.822325 12.278246 28.265143 5.387879 0.885795 0.001728 0.261978 0.002637 0.268102 0.002999 0 3.106142 23.521989 -0.000868 -15.1 52.2 2458637.87839 28.934402 28.934453 -0.125 -9999999 4.019068 -0.607666 1.232726 -4.106508 1.34641 0.49 899.9981 -11.865168 12.287496 2019-06-03T08:56:11.576 -9999999 M2 1102.C-0339(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 8.41344498969575e-06 1.93679968799254e-06 1 0 0
GJ849 332.4233365 -4.640145 2458678.7547226 13.479821 1.119044 -15067.675827 0.908432 10.335181 0.640044 -15065.509503 0.576303 10.059699 0.654105 -13.891338 9.928586 35.821932 5.165625 0.874327 0.001281 0.244645 0.001835 0.256614 0.002072 0 3.105554 23.58796 0.00074 -15.1 69.8 2458678.75471 19.346538 19.346705 0.373 -9999999 4.048159 0.296083 0.917934 -1.881835 0.702227 0.49 899.9982 -13.929028 9.934187 2019-07-14T05:53:11.861 -9999999 M2 1102.C-0339(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 -9999999.0 -9999999.0 -9999999 -9999999 -9999999
GJ849 332.4233365 -4.640145 2458680.7311173 10.642655 1.407461 -15067.70005 1.480491 7.356384 0.679408 -15063.911668 0.615944 7.353746 0.692421 -22.690768 9.232799 40.696437 5.307277 0.870632 0.00133 0.243674 0.001921 0.25891 0.002181 0 3.101251 23.461687 0.000956 -15.1 66.9 2458680.73111 18.650917 18.651096 0.177 -9999999 4.049566 0.154452 1.23262 -0.261184 1.346278 0.5 899.9982 -22.728719 9.237853 2019-07-16T05:18:52.642 -9999999 M2 1102.C-0339(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 9.10368533215423e-06 1.84405061526701e-06 1 0 0
GJ849 332.4233365 -4.640145 2458728.6262623 14.109776 1.339089 -15066.854119 1.58757 9.498144 0.93499 -15062.446261 1.007706 9.026528 0.933368 -32.093024 14.189308 32.086282 5.365259 0.907796 0.001878 0.265484 0.002897 0.284323 0.003308 0 3.101251 23.652057 0.007153 -15.1 48.4 2458728.62626 -3.557096 -3.556896 0.236 -9999999 4.083651 -1.170909 0.958621 0.324207 1.226747 0.49 899.9981 -32.126559 14.207123 2019-09-02T02:46:13.551 -9999999 M2 1102.C-0339(A) Bonfils -9999999 HARPS_ech_obs_all HARPS_ech_obs_wavesimult STAR_WAVE_M4 1.37046961603922e-05 2.27468589001288e-06 1 0 0
