# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      sophiecc
# Description of the table:        Cross-correlation functions
# Object:                          HD9826
# Display the fields:              seq,$link[objname],date,$link[slen],mask,ccf_offline,$field[rv],fwhm,span,maxcpp,contrast,lines,$link['view_head'],$link['get_ccf'],$link['view_ccf'],targetname,bjd
# Description of each column
# seq: ----------------- Sequence number
# $link[objname]: ------ Designation of the object
# date: ---------------- Observation date
# $link[slen]: --------- Length of the series
# mask: ---------------- Name of the mask
# ccf_offline: --------- Offline CCF
# $field[rv]: ---------- Radial velocity
# fwhm: ---------------- FWHM of the correlation peak
# span: ---------------- Bissector span
# maxcpp: -------------- Maximum number of counts per pixel
# contrast: ------------ Contrast of the CCF
# lines: --------------- Number of lines used for the CCF
# $link['view_head']: -- See the header of the cross-correlation file
# $link['get_ccf']: ---- Download the cross-correlation function FITS file
# $link['view_ccf']: --- View the cross-correlation function
# targetname: ---------- Target name provided by the observer
# bjd: ----------------- Barycentric Julian date
#---,--------------,----,-----------,----,-----------,--,---,----,----,------,--------,-----,------------------,----------------,-----------------,----------,---
seq,$link[objname],date,$link[slen],mask,ccf_offline,rv,err,fwhm,span,maxcpp,contrast,lines,$link['view_head'],$link['get_ccf'],$link['view_ccf'],targetname,bjd
189970,HD009826,2006-11-29,  62,G2,0,-28.508960723877,,13.953,,25226,22.0687,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.39577452
190090,HD009826,2006-11-29,  62,G2,0,-28.5040512084961,,13.9559,,20071,22.0122,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.41355153
158100,HD009826,2006-10-13,   1,G2,0,-28.5544261932373,,13.9641,,121356,22.2378,4731,view_head,get_ccf,view_ccf,Ups_And,2454022.51193036
189680,HD009826,2006-11-29,  62,G2,0,-28.4990501403809,,13.9585,,19418,22.0004,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.35290601
189560,HD009826,2006-11-29,  62,G2,0,-28.4906120300293,,13.9773,,16673,21.9293,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33502483
189910,HD009826,2006-11-29,  62,G2,0,-28.506872177124,,13.9495,,21153,22.0359,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.38692074
189800,HD009826,2006-11-29,  62,G2,0,-28.5065803527832,,13.9618,,22777,22.0154,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.37069459
190180,HD009826,2006-11-29,   7,G2,0,-28.4932746887207,,13.9479,,27588,22.1108,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.42889808
189840,HD009826,2006-11-29,  62,G2,0,-28.5088996887207,,13.9614,,21071,22.0121,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.37658554
189630,HD009826,2006-11-29,  62,G2,0,-28.4899711608887,,13.9734,,16718,21.9248,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.34547577
189980,HD009826,2006-11-29,  62,G2,0,-28.5110416412354,,13.952,,22533,22.0495,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.39726751
190210,HD009826,2006-11-29,   7,G2,0,-28.4769172668457,,13.9571,,17831,21.9785,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.43333076
189700,HD009826,2006-11-29,  62,G2,0,-28.5050258636475,,13.966,,21260,21.999,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.35585727
189590,HD009826,2006-11-29,  62,G2,0,-28.494026184082,,13.9618,,12596,21.8641,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33950381
189900,HD009826,2006-11-29,  62,G2,0,-28.5003261566162,,13.9632,,16817,21.97,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.38545089
190040,HD009826,2006-11-29,  62,G2,0,-28.5048942565918,,13.9485,,17205,21.9896,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.40614444
189990,HD009826,2006-11-29,  62,G2,0,-28.5089912414551,,13.9585,,24582,22.0459,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.39872578
189530,HD009826,2006-11-29,  62,G2,0,-28.4919986724854,,13.9822,,15402,21.8861,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33055743
189520,HD009826,2006-11-29,  62,G2,0,-28.4876708984375,,13.9677,,15695,21.9136,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.32907602
190050,HD009826,2006-11-29,  62,G2,0,-28.5066432952881,,13.957,,20854,22.0193,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.40761428
189820,HD009826,2006-11-29,  62,G2,0,-28.5076274871826,,13.9528,,22477,22.0549,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.3736227
190060,HD009826,2006-11-29,  62,G2,0,-28.5106620788574,,13.9585,,18574,21.992,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.40911885
189600,HD009826,2006-11-29,  62,G2,0,-28.4984359741211,,13.974,,14459,21.887,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.34097365
189540,HD009826,2006-11-29,  62,G2,0,-28.4880790710449,,13.9787,,16052,21.9005,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33205043
190120,HD009826,2006-11-29,  62,G2,0,-28.5024681091309,,13.9517,,20427,22.025,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.41794948
190080,HD009826,2006-11-29,  62,G2,0,-28.5060787200928,,13.9513,,21507,22.0256,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.41205854
189920,HD009826,2006-11-29,  62,G2,0,-28.5069065093994,,13.9549,,21319,22.0234,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.38840215
189940,HD009826,2006-11-29,  62,G2,0,-28.505033493042,,13.9632,,21891,22.0448,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.39133027
189930,HD009826,2006-11-29,  62,G2,0,-28.502405166626,,13.9568,,22614,22.0518,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.38988357
189620,HD009826,2006-11-29,  62,G2,0,-28.499979019165,,13.9707,,20492,21.9755,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.34397121
189850,HD009826,2006-11-29,  62,G2,0,-28.5111865997314,,13.9554,,19966,22.0257,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.37803223
190000,HD009826,2006-11-29,  62,G2,0,-28.5125370025635,,13.9583,,24690,22.0571,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.4002072
189650,HD009826,2006-11-29,  62,G2,0,-28.4969882965088,,13.9495,,8795,21.7487,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.34846175
189580,HD009826,2006-11-29,  62,G2,0,-28.4893035888672,,13.9536,,10892,21.8208,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33802239
190020,HD009826,2006-11-29,  62,G2,0,-28.5140590667725,,13.9524,,22957,22.0491,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.40318161
189610,HD009826,2006-11-29,  62,G2,0,-28.5002746582031,,13.9644,,20660,21.9903,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.34250136
190030,HD009826,2006-11-29,  62,G2,0,-28.5097789764404,,13.9568,,19527,22.0093,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.40463988
190100,HD009826,2006-11-29,  62,G2,0,-28.5056629180908,,13.9554,,20768,22.0244,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.4150098
190110,HD009826,2006-11-29,  62,G2,0,-28.5076789855957,,13.9572,,19246,22.0057,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.41649121
189730,HD009826,2006-11-29,  62,G2,0,-28.498893737793,,13.9571,,24068,22.0519,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36031309
189750,HD009826,2006-11-29,  62,G2,0,-28.5028495788574,,13.949,,22823,22.0515,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36326435
190170,HD009826,2006-11-29,   7,G2,0,-28.4882736206055,,13.9413,,28709,22.1189,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.42741667
190190,HD009826,2006-11-29,   7,G2,0,-28.4914207458496,,13.9718,,26148,22.0475,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.4303795
189720,HD009826,2006-11-29,  62,G2,0,-28.5098266601562,,13.9603,,23557,22.0263,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.35884325
189950,HD009826,2006-11-29,  62,G2,0,-28.5067481994629,,13.9614,,23677,22.0469,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.39282326
189960,HD009826,2006-11-29,  62,G2,0,-28.5095252990723,,13.9504,,25004,22.0649,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.39430468
189710,HD009826,2006-11-29,  62,G2,0,-28.5084991455078,,13.9697,,21989,22.0015,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.35733868
189640,HD009826,2006-11-29,  62,G2,0,-28.4940166473389,,13.9675,,11041,21.7936,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.34695719
189670,HD009826,2006-11-29,  62,G2,0,-28.5003509521484,,13.955,,13547,21.8982,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.35142459
189550,HD009826,2006-11-29,  62,G2,0,-28.4879169464111,,13.9765,,13033,21.8494,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33354342
189870,HD009826,2006-11-29,  62,G2,0,-28.5128803253174,,13.9433,,22059,22.0639,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.38099507
190070,HD009826,2006-11-29,  62,G2,0,-28.5127830505371,,13.9451,,20456,22.0415,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.41057712
189860,HD009826,2006-11-29,  62,G2,0,-28.5082321166992,,13.9671,,22008,22.0104,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.37950208
189570,HD009826,2006-11-29,  62,G2,0,-28.4876041412354,,13.9719,,14406,21.8783,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.33649468
189690,HD009826,2006-11-29,  62,G2,0,-28.4985065460205,,13.9744,,21554,21.9946,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.35437585
189660,HD009826,2006-11-29,  62,G2,0,-28.5018424987793,,13.9477,,9421,21.7893,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.3499316
189830,HD009826,2006-11-29,  62,G2,0,-28.5083446502686,,13.9607,,21206,22.0126,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.37509255
189790,HD009826,2006-11-29,  62,G2,0,-28.507942199707,,13.943,,24143,22.0743,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36922474
189810,HD009826,2006-11-29,  62,G2,0,-28.5066986083984,,13.9546,,21877,22.0497,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.37216443
190220,HD009826,2006-11-29,   7,G2,0,-28.4868221282959,,13.9588,,20145,22,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.43481218
159420,HD009826,2006-10-14,   1,G2,0,-28.5947341918945,,13.9935,,85180,22.0851,4729,view_head,get_ccf,view_ccf,Ups_And,2454023.46826222
189740,HD009826,2006-11-29,  62,G2,0,-28.5039100646973,,13.9501,,22156,22.0404,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36179451
190200,HD009826,2006-11-29,   7,G2,0,-28.4842643737793,,13.9532,,25272,22.0789,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.43187249
190010,HD009826,2006-11-29,  62,G2,0,-28.5085945129395,,13.9569,,20866,22.0197,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.40168862
189770,HD009826,2006-11-29,  62,G2,0,-28.5029850006104,,13.9483,,21660,22.0292,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36622719
189780,HD009826,2006-11-29,  62,G2,0,-28.5045070648193,,13.9425,,20563,22.0529,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36770861
189880,HD009826,2006-11-29,  62,G2,0,-28.5073871612549,,13.9543,,24640,22.06,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.38248806
189760,HD009826,2006-11-29,  62,G2,0,-28.5021476745605,,13.9522,,22210,22.0521,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.36474577
189890,HD009826,2006-11-29,  62,G2,0,-28.5078144073486,,13.9604,,21465,22.0367,4693,view_head,get_ccf,view_ccf,Ups_And,2454069.3839579
1444590,HD009826,2012-08-28,   2,G2,0,-28.7804355621338,0.00229258,14.9106,-0.0211667,6488,20.3056,4750,view_head,get_ccf,view_ccf,HD9826,2456168.58702242
1444570,HD009826,2012-08-28,   1,G2,0,-28.7741775512695,0.00228517,14.8946,-0.00133333,6508,20.3293,4750,view_head,get_ccf,view_ccf,HD9826,2456168.58368883
1444580,HD009826,2012-08-28,   2,G2,0,-28.7750186920166,0.00229461,14.8971,-0.00633333,6466,20.3227,4750,view_head,get_ccf,view_ccf,HD9826,2456168.58622374
#-- end of data table ----------------------------------------------------------
# 206 lines were successfully retrieved
