time,mnvel,errvel,tel,inst,source
2454085.01904,35.35,1.38,,hiresj,butler2017
2454085.02221,35.1,1.3,,hiresj,butler2017
2454641.76377,13.0,1.37,,hiresj,butler2017
2454641.763773,7.09,1.216175,,hiresj,callegacy
2454778.154132,6.15,0.99,,hiresj,hirsch2021
2454779.09664,12.78,1.47,,hiresj,butler2017
2454779.096644,3.72,1.23442,,hiresj,callegacy
2454780.132789,1.82,1.138376,,hiresj,callegacy
2454780.13279,11.69,1.46,,hiresj,butler2017
2454791.154479,3.88,1.16,,hiresj,hirsch2021
2454806.10126,8.96,1.34,,hiresj,butler2017
2454806.101262,1.27,1.131566,,hiresj,callegacy
2454808.04949,9.92,1.35,,hiresj,butler2017
2454808.049491,3.85,1.15815,,hiresj,callegacy
2454809.122118,5.2,1.0,,hiresj,hirsch2021
2454809.12212,5.77,1.36,,hiresj,butler2017
2454810.022326,5.57,1.14,,hiresj,hirsch2021
2454810.02233,8.2,1.31,,hiresj,butler2017
2454811.06846,7.43,1.3,,hiresj,butler2017
2454811.068461,-0.23,1.06,,hiresj,hirsch2021
2454839.079007,1.42,1.15,,hiresj,hirsch2021
2454847.081669,-4.3,1.13352,,hiresj,callegacy
2454865.045542,-0.36,1.02,,hiresj,hirsch2021
2454867.873723,0.13,1.276542,,hiresj,callegacy
2454927.875702,-5.59,1.28,,hiresj,hirsch2021
2454929.866651,-1.56,1.218115,,hiresj,callegacy
2454934.857729,-0.6,1.035483,,hiresj,callegacy
2454954.87383,3.11,1.33,,hiresj,butler2017
2454954.874656,1.51,0.97511,,hiresj,callegacy
2454963.88037,1.46,1.34,,hiresj,butler2017
2454963.880373,-1.65,1.076093,,hiresj,callegacy
2454983.82027,-1.11,1.09,,hiresj,hirsch2021
2454984.810104,0.7,1.030289,,hiresj,callegacy
2454985.816973,-0.59,1.11,,hiresj,hirsch2021
2454986.837245,-1.95,1.13,,hiresj,hirsch2021
2454987.816121,-2.47,1.1,,hiresj,hirsch2021
2454988.825816,-0.88,1.1,,hiresj,hirsch2021
2455014.753204,-3.23,1.07,,hiresj,hirsch2021
2455015.740298,0.27,1.142543,,hiresj,callegacy
2455134.142046,-0.58,1.000265,,hiresj,callegacy
2455255.938858,-11.21,1.21,,hiresj,hirsch2021
2455314.816487,-8.47,1.081296,,hiresj,callegacy
2455339.832547,-9.3,1.029539,,hiresj,callegacy
2455339.83352,-1.53,1.38,,hiresj,butler2017
2455343.821125,-10.92,1.04,,hiresj,hirsch2021
2455380.736275,-5.65,1.08,,hiresj,hirsch2021
2455490.145585,-14.24,1.18,,hiresj,hirsch2021
2455546.114483,-11.93,1.107336,,hiresj,callegacy
2455635.992188,-13.56,1.020345,,hiresj,callegacy
2455703.738861,-16.64,0.975276,,hiresj,callegacy
2455703.73971,-12.87,1.28,,hiresj,butler2017
2455871.146285,-24.14,1.39,,hiresj,hirsch2021
2455871.14712,-13.99,1.49,,hiresj,butler2017
2456114.737626,-22.12,1.48,,hiresj,hirsch2021
2456290.062933,-30.8,1.080612,,hiresj,callegacy
2456327.974385,-29.59,1.159898,,hiresj,callegacy
2456344.893303,-32.11,1.07,,hiresj,hirsch2021
2456615.16086,-36.65,1.27,,hiresj,butler2017
2456615.161283,-40.25,1.01,,hiresj,hirsch2021
2456638.085679,-42.01,1.05774,,hiresj,callegacy
2456709.973908,-44.9,1.117202,,hiresj,callegacy
2456826.734325,-38.57,1.130296,,hiresj,callegacy
2456827.738406,-36.24,1.10289,,hiresj,callegacy
2456828.73545,-36.97,1.1,,hiresj,hirsch2021
2456845.734428,-33.17,1.009024,,hiresj,callegacy
2456848.734455,-39.0,1.28,,hiresj,hirsch2021
2457003.171764,49.87,1.089284,,hiresj,callegacy
2457057.84388,55.77,1.01,,hiresj,hirsch2021
2457058.90866,61.08,1.152918,,hiresj,callegacy
2457179.741818,53.9,1.0,,hiresj,hirsch2021
2457199.746157,46.19,1.14,,hiresj,hirsch2021
2457213.741424,45.96,1.3,,hiresj,hirsch2021
2457327.156323,33.54,1.13,,hiresj,hirsch2021
2457568.742359,25.94,1.22,,hiresj,hirsch2021
2457746.180697,12.88,1.336339,,hiresj,callegacy
2457765.945024,13.94,1.070464,,hiresj,callegacy
2457934.742278,7.94,1.109099,,hiresj,callegacy
2458066.156306,10.46,1.102675,,hiresj,callegacy
2458092.172923,7.19,1.105534,,hiresj,callegacy
2458181.951955,3.46,1.244199,,hiresj,callegacy
2458444.164499,-7.21,1.05,,hiresj,hirsch2021
2458491.023731,-13.94,1.17,,hiresj,hirsch2021
2458559.892813,-8.05,1.060129,,hiresj,callegacy
2458795.15091,-14.42,1.19,,hiresj,hirsch2021
2458798.155438,-11.05,0.993263,,hiresj,callegacy
2458828.048996,-12.12,1.003496,,hiresj,callegacy
