HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD39091,2458505.59835,-34.81,1.01,PFS-Post,0.1637,0.0006,-1.0000,-1.0000,rn49.1370
HD39091,2458505.59994,-28.33,1.06,PFS-Post,0.1697,0.00069,-1.0000,-1.0000,rn49.1371
HD39091,2458505.67466,-31.85,1.04,PFS-Post,0.1610,0.00056,-1.0000,-1.0000,rn49.1380
HD39091,2458505.67629,-34.10,1.07,PFS-Post,0.1589,0.00057,-1.0000,-1.0000,rn49.1381
HD39091,2458505.67793,-31.01,1.04,PFS-Post,0.1642,0.00068,-1.0000,-1.0000,rn49.1382
HD39091,2458505.67961,-34.28,0.99,PFS-Post,0.1621,0.00072,-1.0000,-1.0000,rn49.1383
HD39091,2458505.68125,-31.60,1.01,PFS-Post,0.1638,0.00064,-1.0000,-1.0000,rn49.1384
HD39091,2458510.57988,-36.56,1.12,PFS-Post,0.1662,0.00065,-1.0000,-1.0000,rn49.2903
HD39091,2458510.58196,-39.38,1.14,PFS-Post,0.1683,0.00065,-1.0000,-1.0000,rn49.2904
HD39091,2458510.58404,-37.63,1.13,PFS-Post,0.1699,0.00073,-1.0000,-1.0000,rn49.2905
HD39091,2458510.58623,-35.68,1.17,PFS-Post,0.1726,0.0008,-1.0000,-1.0000,rn49.2906
HD39091,2458510.67117,-36.83,1.05,PFS-Post,0.1623,0.00073,-1.0000,-1.0000,rn49.2918
HD39091,2458510.67283,-37.49,1.01,PFS-Post,0.1640,0.00072,-1.0000,-1.0000,rn49.2919
HD39091,2458510.67452,-37.28,1.08,PFS-Post,0.1623,0.00069,-1.0000,-1.0000,rn49.2920
HD39091,2458510.67614,-37.69,1.08,PFS-Post,0.1580,0.00054,-1.0000,-1.0000,rn49.2921
HD39091,2458510.67780,-38.20,1.07,PFS-Post,0.1610,0.00063,-1.0000,-1.0000,rn49.2922
HD39091,2458527.57733,-60.33,1.33,PFS-Post,0.1792,0.0011,-1.0000,-1.0000,rn50.453
HD39091,2458527.57898,-58.64,1.26,PFS-Post,0.1781,0.00097,-1.0000,-1.0000,rn50.454
HD39091,2458527.58062,-58.96,1.25,PFS-Post,0.1747,0.0009,-1.0000,-1.0000,rn50.455
HD39091,2458527.58225,-59.97,1.18,PFS-Post,0.1699,0.00084,-1.0000,-1.0000,rn50.456
HD39091,2458527.58395,-55.89,1.18,PFS-Post,0.1744,0.00093,-1.0000,-1.0000,rn50.457
HD39091,2458527.67609,-61.47,1.27,PFS-Post,0.1747,0.0009,-1.0000,-1.0000,rn50.467
HD39091,2458527.67775,-57.81,1.21,PFS-Post,0.1764,0.00093,-1.0000,-1.0000,rn50.468
HD39091,2458527.67941,-59.63,1.24,PFS-Post,0.1777,0.001,-1.0000,-1.0000,rn50.469
HD39091,2458527.68107,-56.29,1.18,PFS-Post,0.1779,0.00098,-1.0000,-1.0000,rn50.470
HD39091,2458527.68269,-60.05,1.14,PFS-Post,0.1803,0.0011,-1.0000,-1.0000,rn50.471
HD39091,2458528.57204,-58.49,1.15,PFS-Post,0.1546,0.00042,-1.0000,-1.0000,rn50.788
HD39091,2458528.57369,-58.63,1.16,PFS-Post,0.1558,0.00048,-1.0000,-1.0000,rn50.789
HD39091,2458528.57536,-56.79,1.19,PFS-Post,0.1577,0.00055,-1.0000,-1.0000,rn50.790
HD39091,2458528.57702,-57.94,1.15,PFS-Post,0.1584,0.00053,-1.0000,-1.0000,rn50.791
HD39091,2458528.57870,-57.88,1.13,PFS-Post,0.1604,0.00059,-1.0000,-1.0000,rn50.792
HD39091,2458528.63693,-55.22,1.14,PFS-Post,0.1608,0.00061,-1.0000,-1.0000,rn50.799
HD39091,2458528.63856,-57.38,1.08,PFS-Post,0.1649,0.00064,-1.0000,-1.0000,rn50.800
HD39091,2458528.64024,-59.49,1.19,PFS-Post,0.1609,0.00061,-1.0000,-1.0000,rn50.801
HD39091,2458528.64188,-58.68,1.18,PFS-Post,0.1650,0.0007,-1.0000,-1.0000,rn50.802
HD39091,2458528.64353,-58.51,1.07,PFS-Post,0.1603,0.00064,-1.0000,-1.0000,rn50.803
HD39091,2458529.56694,-59.02,1.05,PFS-Post,0.1589,0.00066,-1.0000,-1.0000,rn50.1120
HD39091,2458529.56859,-54.66,1.09,PFS-Post,0.1637,0.0007,-1.0000,-1.0000,rn50.1121
HD39091,2458529.57024,-60.08,1.10,PFS-Post,0.1570,0.0006,-1.0000,-1.0000,rn50.1122
HD39091,2458529.57188,-54.59,1.15,PFS-Post,0.1644,0.00078,-1.0000,-1.0000,rn50.1123
HD39091,2458529.57355,-59.54,1.08,PFS-Post,0.1633,0.00072,-1.0000,-1.0000,rn50.1124
HD39091,2458531.54802,-62.34,1.12,PFS-Post,0.1573,0.00044,-1.0000,-1.0000,rn50.1743
HD39091,2458531.54967,-59.87,1.04,PFS-Post,0.1584,0.00048,-1.0000,-1.0000,rn50.1744
HD39091,2458531.55132,-60.42,1.05,PFS-Post,0.1593,0.00052,-1.0000,-1.0000,rn50.1745
HD39091,2458531.55299,-59.00,1.06,PFS-Post,0.1556,0.00047,-1.0000,-1.0000,rn50.1746
HD39091,2458531.55464,-57.48,1.10,PFS-Post,0.1604,0.00054,-1.0000,-1.0000,rn50.1747
HD39091,2458591.49261,-110.08,1.02,PFS-Post,0.1611,0.00043,-1.0000,-1.0000,rn51.129
HD39091,2458591.49428,-112.69,1.11,PFS-Post,0.1571,0.00037,-1.0000,-1.0000,rn51.130
HD39091,2458591.49594,-110.94,1.11,PFS-Post,0.1566,0.00034,-1.0000,-1.0000,rn51.131
HD39091,2458591.49759,-110.52,1.14,PFS-Post,0.1608,0.00044,-1.0000,-1.0000,rn51.132
HD39091,2458591.49924,-110.63,1.09,PFS-Post,0.1573,0.00038,-1.0000,-1.0000,rn51.133
HD39091,2458595.47083,-114.87,1.13,PFS-Post,0.1628,0.00053,-1.0000,-1.0000,rn51.1322
HD39091,2458595.47249,-116.30,1.20,PFS-Post,0.1598,0.00047,-1.0000,-1.0000,rn51.1323
HD39091,2458595.47417,-116.53,1.27,PFS-Post,0.1675,0.00061,-1.0000,-1.0000,rn51.1324
HD39091,2458595.47580,-116.37,1.19,PFS-Post,0.1640,0.00053,-1.0000,-1.0000,rn51.1325
HD39091,2458595.47748,-112.69,1.18,PFS-Post,0.1633,0.00054,-1.0000,-1.0000,rn51.1326
HD39091,2458883.55412,-235.58,1.04,PFS-Post,0.1620,0.00074,-1.0000,-1.0000,rn56.3539
HD39091,2458883.55624,-237.47,1.01,PFS-Post,0.1628,0.00077,-1.0000,-1.0000,rn56.3540
HD39091,2458883.55789,-236.19,1.02,PFS-Post,0.1693,0.00086,-1.0000,-1.0000,rn56.3541
HD39091,2458883.55955,-235.90,1.03,PFS-Post,0.1685,0.00078,-1.0000,-1.0000,rn56.3542
HD39091,2458883.56120,-235.04,1.03,PFS-Post,0.1770,0.00098,-1.0000,-1.0000,rn56.3543
HD39091,2458884.51944,-232.14,1.20,PFS-Post,0.1866,0.0012,-1.0000,-1.0000,rn56.3923
HD39091,2458884.52115,-237.95,1.15,PFS-Post,0.1756,0.00092,-1.0000,-1.0000,rn56.3924
HD39091,2458884.52277,-234.98,1.10,PFS-Post,0.1744,0.00099,-1.0000,-1.0000,rn56.3925
HD39091,2458884.52444,-236.22,1.09,PFS-Post,0.1746,0.0009,-1.0000,-1.0000,rn56.3926
HD39091,2458884.52609,-236.69,1.09,PFS-Post,0.1723,0.00086,-1.0000,-1.0000,rn56.3927
HD39091,2458885.52053,-233.93,1.37,PFS-Post,0.1838,0.0011,-1.0000,-1.0000,rn56.4223
HD39091,2458885.52221,-234.81,1.26,PFS-Post,0.1802,0.001,-1.0000,-1.0000,rn56.4224
HD39091,2458885.52387,-232.36,1.20,PFS-Post,0.1780,0.00094,-1.0000,-1.0000,rn56.4225
HD39091,2458885.52549,-234.78,1.31,PFS-Post,0.1775,0.00092,-1.0000,-1.0000,rn56.4226
HD39091,2458885.52718,-231.76,1.29,PFS-Post,0.1721,0.00081,-1.0000,-1.0000,rn56.4227
