Num,Name,Inst,ObID,BJD,RVel,e_RVel,SVal,Cts
57448,22049,apf,ramx.183,2457361.720598,18.74,2.541528,-1,9024.0
57449,22049,apf,ramz.231,2457364.770303,-7.14,2.226363,-1,17052.0
57450,22049,apf,ramz.232,2457364.771125,-8.13,2.22863,-1,16697.0
57451,22049,apf,ramz.233,2457364.771958,-5.42,2.249355,-1,18146.0
57452,22049,apf,rana.225,2457365.777216,2.52,2.420071,-1,11830.0
57453,22049,apf,rana.226,2457365.778513,0.71,1.982722,-1,17923.0
57454,22049,apf,rana.227,2457365.780063,-0.82,2.069445,-1,19282.0
57455,22049,apf,ranu.205,2457424.640004,-2.02,2.52866,-1,9049.0
57456,22049,apf,ranu.206,2457424.641011,-0.57,2.405974,-1,10162.0
57457,22049,apf,ranu.207,2457424.641983,-1.46,2.160946,-1,12080.0
57458,22049,apf,ranv.210,2457426.631296,1.87,2.538106,-1,10825.0
57459,22049,apf,ranv.211,2457426.632049,2.98,2.328549,-1,10646.0
57460,22049,apf,ranv.212,2457426.632801,7.91,2.447008,-1,10721.0
57461,22049,apf,ranw.208,2457427.633325,2.22,3.27001,-1,4599.0
57462,22049,apf,ranw.209,2457427.634054,3.54,3.193844,-1,5486.0
57463,22049,apf,ranw.210,2457427.634783,4.10,3.220275,-1,4799.0
57464,22049,apf,ranw.226,2457427.680022,7.71,2.357736,-1,10496.0
57465,22049,apf,ranw.227,2457427.680821,2.72,2.722044,-1,8068.0
57466,22049,apf,ranw.228,2457427.681619,4.46,2.4025,-1,9676.0
57467,22049,apf,ranx.190,2457429.645843,4.86,2.377913,-1,11564.0
57468,22049,apf,ranx.191,2457429.64884,2.56,2.356972,-1,12240.0
57469,22049,apf,ranx.192,2457429.651293,6.40,2.335111,-1,12216.0
57470,22049,apf,ranx.195,2457429.658156,2.11,2.071798,-1,17810.0
57471,22049,apf,ranx.196,2457429.658943,1.78,2.001331,-1,18838.0
57472,22049,apf,ranx.197,2457429.65973,0.07,1.963408,-1,17003.0
57473,22049,apf,rany.203,2457432.675064,5.97,2.125463,-1,14071.0
57474,22049,apf,rany.204,2457432.676453,8.81,2.157253,-1,14223.0
57475,22049,apf,rany.205,2457432.67783,4.92,2.090807,-1,14815.0
57476,22049,apf,raod.212,2457443.659825,4.53,2.034407,-1,17593.0
57477,22049,apf,raod.213,2457443.660647,0.83,2.08525,-1,17496.0
57478,22049,apf,raod.214,2457443.661457,2.20,2.274683,-1,17398.0
57479,22049,apf,raof.196,2457446.628834,7.33,2.361508,-1,12078.0
57480,22049,apf,raof.197,2457446.629563,2.09,2.173451,-1,12560.0
57481,22049,apf,raof.198,2457446.630292,3.49,2.409356,-1,12445.0
57482,22049,apf,raot.187,2457471.629522,5.32,2.791529,-1,7916.0
57483,22049,apf,raot.188,2457471.630309,4.93,2.813259,-1,7318.0
57484,22049,apf,raot.189,2457471.631119,7.79,2.728477,-1,7566.0
57485,22049,apf,rari.257,2457600.005211,-6.26,2.644678,-1,14913.0
57486,22049,apf,rari.258,2457600.006032,-6.73,2.457265,-1,14933.0
57487,22049,apf,rari.259,2457600.006854,-5.91,2.449598,-1,15714.0
57488,22049,apf,rari.260,2457600.007827,-1.32,2.459035,-1,15381.0
57489,22049,apf,rari.261,2457600.00866,-7.60,2.460168,-1,15490.0
57490,22049,apf,rari.262,2457600.009505,-6.10,2.549016,-1,15221.0
57491,22049,apf,rari.263,2457600.010419,-6.71,2.503266,-1,16277.0
