,target,ra,dec,BJD,RV_mlc_nzp,e_RV_mlc_nzp,RV_drs_nzp,e_RV_drs_nzp,RV_mlc,e_RV_mlc,RV_drs,e_RV_drs,RV_mlc_j,e_RV_mlc_j,CRX,e_CRX,dLW,e_dLW,Halpha,e_Halpha,NaD1,e_NaD1,NaD2,e_NaD2,f_RV,FWHM_DRS,CONTRAST_DRS,BIS,RVGUESS,SNR_DRS,BJD_DRS,BERV,BERV_DRS,DRIFT,e_DRIFT,SA,NZP_mlc,dNZP_mlc,NZP_drs,dNZP_drs,TMMEAN,EXPTIME,MLCRX,E_MLCRX,TIMEID,DRIFT_LAMP,MASK,PROGID,PROGPI,AIRMASS,OBHAB,THAR_FP,DPR_TYPE,RHKp,dRHKp,vsinflag,metflag
138299,HD22049,53.22956,-9.45695,2452949.789557,-22.380712,0.907697,16419.8454,1.010574,-21.34369,0.296463,16420.105904,0.241912,-21.282781,0.296108,-26.444729,6.505295,-6.537605,1.527349,0.557411,0.00032,0.222485,0.000324,0.292985,0.000414,0,7.103799,52.87162,-0.004014,16,260.6,2452949.78954,1.680949,1.681303,0,-9999999,1e-06,0.391808,0.857919,0.260503,0.981193,0.53,45,-26.462986,6.474251,2003-11-06T06:49:17.580,-9999999,G2,072.C-0513(B),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2V,4.72351719019544e-05,8.9332699256408e-07,0,0
138300,HD22049,53.22956,-9.45695,2452949.7904678,-21.867578,0.904965,16420.13619,1.007927,-20.830845,0.287987,16420.394976,0.230601,-20.753381,0.287639,-20.122721,6.255747,-8.295022,1.541991,0.557168,0.000306,0.223393,0.00031,0.293793,0.000396,0,7.103957,52.874637,-0.005541,16,273.0,2452949.79043,1.678426,1.678839,0,-9999999,1e-06,0.391519,0.857919,0.258785,0.981193,0.56,45,-20.127755,6.217615,2003-11-06T06:50:34.920,-9999999,G2,072.C-0513(B),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2V,4.65546213457998e-05,8.88689168622577e-07,0,0
138301,HD22049,53.22956,-9.45695,2452949.7913657,-22.893235,0.903774,16419.087997,1.006281,-21.856786,0.284222,16419.345089,0.223296,-21.803537,0.283895,-23.289842,6.392231,-9.33598,1.505085,0.557504,0.000283,0.222795,0.000292,0.292029,0.000372,0,7.104706,52.88568,-0.006042,16,288.8,2452949.79132,1.675943,1.676354,0,-9999999,1e-06,0.391235,0.857919,0.257091,0.981193,0.56,45,-23.301978,6.357152,2003-11-06T06:51:52.501,-9999999,G2,072.C-0513(B),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2V,4.70453587159175e-05,9.25628425322355e-07,0,0
138302,HD22049,53.22956,-9.45695,2453001.5982762,-11.7353,0.831164,16443.826168,0.90178,-10.300568,0.327134,16445.249869,0.269157,-10.297643,0.327049,-12.922055,4.818829,-1.232483,0.883744,0.548238,0.000364,0.222261,0.000384,0.291034,0.000492,0,6.484014,41.19409,0.027213,16,219.8,2453001.59827,-19.906912,-19.905775,0,-9999999,0.009978,0.789518,0.764079,1.413723,0.860675,0.51,30,-12.926948,4.812062,2003-12-28T02:16:23.299,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.73175724862851e-05,8.24858385921481e-07,0,0
138303,HD22049,53.22956,-9.45695,2453039.5955468,-10.830455,0.914953,16431.089109,1.013976,-8.938976,0.317976,16432.750192,0.255737,-8.888794,0.317688,-9.919741,4.623533,15.590756,1.762225,0.554114,0.000312,0.227201,0.000338,0.292589,0.000427,0,7.125268,52.675071,-0.002485,16,253.7,2453039.59554,-26.93543,-26.935421,0,-9999999,0.017295,1.246265,0.857922,1.643788,0.981197,0.49,90,-9.937343,4.610591,2004-02-04T02:16:23.429,-9999999,G2,072.C-0513(D),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2V,4.86014804420753e-05,9.29052538301547e-07,0,0
138304,HD22049,53.22956,-9.45695,2453039.5970117,-11.418737,0.908943,16430.441016,1.009975,-9.527722,0.300246,16432.099335,0.239383,-9.483967,0.299965,-10.034018,4.736384,13.907661,1.927433,0.5536,0.000297,0.227504,0.000319,0.29316,0.000403,0,7.125753,52.691806,-0.002207,16,269.4,2453039.59701,-26.938126,-26.93814,0,-9999999,0.017295,1.245801,0.857922,1.641024,0.981196,0.53,90,-10.05541,4.719846,2004-02-04T02:18:26.410,-9999999,G2,072.C-0513(D),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2V,4.97689823444965e-05,7.18844262728647e-07,0,0
138305,HD22049,53.22956,-9.45695,2453039.5983761,-10.989094,0.908074,16430.576698,1.008753,-9.098511,0.297604,16432.232443,0.234176,-9.055997,0.297373,-15.423134,4.904378,12.900663,1.795897,0.553637,0.000285,0.227159,0.000309,0.292819,0.000391,0,7.124748,52.707883,-0.002322,16,277.5,2453039.59836,-26.940616,-26.940604,0,-9999999,0.017295,1.245369,0.857922,1.63845,0.981196,0.49,90,-15.431277,4.891422,2004-02-04T02:20:27.902,-9999999,G2,072.C-0513(D),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_G2V,4.97918803873096e-05,9.84844469195767e-07,0,0
138306,HD22049,53.22956,-9.45695,2453261.8440195,-16.853164,0.936376,2127485.184528,-9999999.0,-17.733724,0.375164,2127483.648,-9999999.0,-17.695915,0.374191,-23.65044,3.69621,9.325026,1.219207,0.549337,0.000264,0.222374,0.000292,0.295311,0.000373,0,2.3548,-9999999.0,-9999999.0,0,284.9,2453261.84401,21.923798,21.924251,-9999999,-9999999,0.060092,-1.525774,0.857935,-1.59662,0.98121,0.52,60,-23.63633,3.677218,2004-09-13T08:10:51.432,-9999999,K5,073.C-0784(B),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2V,4.4467357621057e-05,1.16607605153748e-06,0,0
138307,HD22049,53.22956,-9.45695,2453261.8450268,-15.146707,0.948745,2127485.186428,-9999999.0,-16.027587,0.405048,2127483.648,-9999999.0,-15.961956,0.404067,-33.804513,4.552753,13.023108,1.170702,0.549918,0.000277,0.222009,0.000313,0.296011,0.000401,0,2.3548,-9999999.0,-9999999.0,0,264.8,2453261.84502,21.921038,21.921498,-9999999,-9999999,0.060093,-1.526093,0.857935,-1.598521,0.981211,0.47,60,-33.789784,4.534019,2004-09-13T08:12:21.458,-9999999,K5,073.C-0784(B),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2V,4.74879240278979e-05,1.75701343835182e-06,0,0
138308,HD22049,53.22956,-9.45695,2453261.8460819,-18.845449,0.927661,2127485.188418,-9999999.0,-19.726663,0.352848,2127483.648,-9999999.0,-19.647037,0.351904,-14.54876,3.512109,6.504123,1.245216,0.549684,0.000274,0.22219,0.000295,0.296346,0.000379,0,2.3548,-9999999.0,-9999999.0,0,282.4,2453261.84607,21.918144,21.918616,-9999999,-9999999,0.060093,-1.526428,0.857936,-1.600511,0.981211,0.48,60,-14.548041,3.477387,2004-09-13T08:13:52.004,-9999999,K5,073.C-0784(B),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2V,4.57089002782401e-05,1.05360619664594e-06,0,0
138309,HD22049,53.22956,-9.45695,2453279.8244686,-1.896858,0.900342,16452.617666,1.002551,-2.339371,0.273083,16451.296443,0.20579,-2.270943,0.272722,-7.640037,2.821492,-21.437793,0.918491,0.545729,0.000295,0.214855,0.000302,0.293615,0.000389,0,6.488867,41.030242,0.022572,16,277.1,2453279.82447,16.502103,16.502789,0,-9999999,0.063555,-1.087727,0.857928,-1.384778,0.981203,0.5,60,-7.639707,2.819841,2004-10-01T07:41:03.209,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K5,4.5690511612069e-05,7.80015460804409e-07,0,0
138310,HD22049,53.22956,-9.45695,2453279.8264717,-3.000661,0.901866,16451.981489,1.004128,-3.443808,0.278065,16450.656487,0.213336,-3.350867,0.277632,-5.2692,2.891575,-20.089332,0.841134,0.545659,0.000312,0.214987,0.000318,0.294702,0.00041,0,6.486605,41.017038,0.021444,16,263.5,2453279.82647,16.496357,16.497059,0,-9999999,0.063555,-1.088361,0.857929,-1.388557,0.981204,0.47,60,-5.267381,2.889579,2004-10-01T07:43:58.068,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K5,4.57583546949146e-05,7.17626097093888e-07,0,0
138311,HD22049,53.22956,-9.45695,2453287.7960767,-22.778011,0.923426,16432.297907,1.021724,-21.929031,0.341596,16432.475718,0.284916,-21.87847,0.341092,-0.172889,4.077128,-23.003261,1.280462,0.544987,0.000389,0.216402,0.000406,0.295228,0.000522,0,6.43023,41.30403,0.028491,16,207.2,2453287.79607,13.601334,13.60161,1,-9999999,0.06509,0.203766,0.85792,0.112721,0.981194,0.49,30,-0.206531,4.030708,2004-10-09T06:59:50.806,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.45181481935672e-05,7.67499889600639e-07,0,0
138312,HD22049,53.22956,-9.45695,2453287.7967758,-21.884721,0.93129,16432.933062,1.02823,-21.035963,0.362316,16433.109554,0.307431,-20.97114,0.361737,-4.974994,3.249902,-19.947006,1.290673,0.545595,0.000421,0.216495,0.000439,0.295495,0.000565,0,6.432512,41.283766,0.030646,16,191.9,2453287.79677,13.599299,13.599593,1,-9999999,0.06509,0.203545,0.85792,0.111402,0.981194,0.48,30,-4.993374,3.189711,2004-10-09T07:00:51.502,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.31977962434875e-05,7.88685118654452e-07,0,0
138313,HD22049,53.22956,-9.45695,2453287.7974674,-22.35857,0.94924,16432.646664,1.041687,-21.510031,0.406238,16432.821851,0.349813,-21.457213,0.405708,-3.545867,3.951835,-17.469713,1.20511,0.546304,0.000476,0.216471,0.000498,0.29538,0.000641,0,6.431095,41.267951,0.029331,16,169.3,2453287.79746,13.597286,13.597576,1,-9999999,0.06509,0.203326,0.85792,0.110097,0.981195,0.46,30,-3.568364,3.908035,2004-10-09T07:01:51.859,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.41455702073315e-05,7.4408881713895e-07,0,0
138314,HD22049,53.22956,-9.45695,2453287.7981709,-22.361376,0.944744,16432.817835,1.038232,-21.513059,0.395618,16432.991695,0.339386,-21.409758,0.395063,1.992619,4.472042,-18.899783,1.300485,0.545366,0.000477,0.217123,0.000495,0.294838,0.000634,0,6.432239,41.271852,0.028683,16,171.0,2453287.79817,13.595238,13.595526,1,-9999999,0.06509,0.203103,0.857921,0.10877,0.981195,0.47,30,1.980878,4.437313,2004-10-09T07:02:52.335,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.52281590196821e-05,8.95566514817666e-07,0,0
138315,HD22049,53.22956,-9.45695,2453287.7988849,-22.671639,0.956627,16431.75542,1.04713,-21.823549,0.423211,16431.927933,0.365702,-21.784166,0.422688,0.271499,3.83776,-18.493079,1.252828,0.545206,0.000512,0.216744,0.000532,0.296225,0.000685,0,6.429954,41.261314,0.028892,16,159.1,2453287.79888,13.59316,13.593442,1,-9999999,0.06509,0.202877,0.857921,0.107423,0.981195,0.52,30,0.255763,3.794989,2004-10-09T07:03:52.522,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.46225900035058e-05,8.47122809475879e-07,0,0
138316,HD22049,53.22956,-9.45695,2453287.7995671,-22.411823,0.96253,16432.825367,1.051547,-21.563949,0.43639,16432.996594,0.378164,-21.50322,0.435847,-0.351092,3.76551,-17.189229,1.450379,0.545831,0.000517,0.217059,0.000542,0.296441,0.000697,0,6.433667,41.257503,0.028968,16,156.3,2453287.79957,13.591174,13.591459,1,-9999999,0.065091,0.20266,0.857921,0.106136,0.981195,0.46,30,-0.373157,3.72241,2004-10-09T07:04:53.258,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.45509000977832e-05,8.18446362848635e-07,0,0
138317,HD22049,53.22956,-9.45695,2453287.8002616,-22.285107,0.951483,16432.779476,1.043207,-21.437453,0.411449,16432.949393,0.354312,-21.370311,0.410909,-2.504368,3.884928,-19.245879,1.432082,0.545137,0.000489,0.216631,0.00051,0.294752,0.000655,0,6.431964,41.270447,0.029823,16,165.8,2453287.80026,13.589153,13.589413,1,-9999999,0.065091,0.20244,0.857921,0.104826,0.981195,0.43,30,-2.521334,3.844157,2004-10-09T07:05:54.164,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.38991655952862e-05,8.28968541589174e-07,0,0
138318,HD22049,53.22956,-9.45695,2453287.800998,-20.624145,0.95538,16434.068889,1.046237,-19.776724,0.420384,16434.237417,0.363134,-19.691166,0.419874,-4.396558,3.053976,-18.594588,1.420768,0.54506,0.000495,0.216353,0.000518,0.295019,0.000666,0,6.431993,41.269015,0.030123,16,163.0,2453287.80099,13.587009,13.587296,1,-9999999,0.065091,0.202207,0.857921,0.103437,0.981196,0.53,30,-4.418347,2.996304,2004-10-09T07:06:54.791,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.39684303262964e-05,7.38441031659492e-07,0,0
138319,HD22049,53.22956,-9.45695,2453287.801669,-21.687883,0.961159,16433.170907,1.05012,-20.840675,0.433355,16433.338169,0.374176,-20.768905,0.43283,0.689746,3.571874,-19.782732,1.398565,0.545965,0.000514,0.216932,0.000537,0.296038,0.000691,0,6.427897,41.274518,0.028709,16,157.5,2453287.80166,13.585056,13.585346,1,-9999999,0.065091,0.201995,0.857922,0.102171,0.981196,0.44,30,0.670563,3.530234,2004-10-09T07:07:55.458,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.39881924869371e-05,7.99128518949292e-07,0,0
138320,HD22049,53.22956,-9.45695,2453287.8024082,-23.23486,0.981639,16431.378619,1.06525,-22.387886,0.477059,16431.544486,0.414742,-22.365542,0.476624,2.008058,3.973015,-17.911643,1.528856,0.546385,0.000589,0.216861,0.000611,0.294642,0.000783,0,6.431976,41.265805,0.02928,16,139.2,2453287.8024,13.582905,13.583196,1,-9999999,0.065091,0.20176,0.857922,0.100776,0.981196,0.52,30,1.989622,3.926595,2004-10-09T07:08:56.924,-9999999,K5,072.C-0488(E),Mayor,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.5306154836607e-05,7.71799318013585e-07,0,0
138321,HD22049,53.22956,-9.45695,2453304.6964648,8.972834,1.472811,16460.416285,1.454041,8.297529,1.197149,16459.975421,1.073088,8.28944,1.19719,22.025129,9.441811,-4.193788,2.839063,0.550564,0.001342,0.220713,0.001476,0.293021,0.001885,0,6.479666,41.162132,0.024117,16,60.6,2453304.69646,6.661287,6.661623,0,-9999999,0.068344,-1.320519,0.857908,-0.509208,0.981182,0.48,35,22.112368,9.421264,2004-10-26T04:35:32.869,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,5.12583355330528e-05,1.51844683568184e-06,0,0
138322,HD22049,53.22956,-9.45695,2453304.6972646,6.430661,1.225472,16457.34995,1.22851,5.755103,0.875086,16456.907578,0.739269,5.817431,0.875023,20.509357,7.812442,2.014098,2.154343,0.552514,0.001007,0.222507,0.001085,0.295331,0.001389,0,6.478036,41.118181,0.016715,16,80.5,2453304.69726,6.659037,6.659381,0,-9999999,0.068345,-1.320772,0.857908,-0.510717,0.981182,0.57,35,20.592108,7.79378,2004-10-26T04:36:38.825,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.88913086098626e-05,1.32109683884186e-06,0,0
138323,HD22049,53.22956,-9.45695,2453304.697984,6.356782,1.030946,16458.394928,1.097164,5.680996,0.571701,16457.951199,0.49097,5.704441,0.571599,5.705539,4.766602,6.638308,1.185387,0.551213,0.000682,0.223916,0.000719,0.295106,0.000918,0,6.475453,41.059593,0.015793,16,119.4,2453304.69797,6.65701,6.657336,0,-9999999,0.068345,-1.321,0.857908,-0.512074,0.981182,0.46,35,5.788568,4.746262,2004-10-26T04:37:44.822,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.74900170386084e-05,1.15334861201124e-06,0,0
138324,HD22049,53.22956,-9.45695,2453304.6987454,7.850456,1.049627,16459.708575,1.108639,7.174429,0.60474,16459.263409,0.516104,7.196472,0.604669,14.05282,4.983233,6.514643,1.380975,0.553098,0.00071,0.225081,0.000754,0.295997,0.000962,0,6.475018,41.057317,0.018783,16,114.2,2453304.69874,6.654862,6.655186,0,-9999999,0.068345,-1.321241,0.857908,-0.513511,0.981182,0.46,35,14.146095,4.953915,2004-10-26T04:38:50.608,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.83856713076995e-05,1.03399089514129e-06,0,0
138325,HD22049,53.22956,-9.45695,2453304.6995351,6.15108,0.967815,16457.846126,1.053905,5.474803,0.447951,16457.39947,0.384706,5.457511,0.447961,0.059356,3.493264,6.774854,1.098113,0.552641,0.000525,0.222711,0.000551,0.295494,0.000707,0,6.473062,41.053065,0.020955,16,153.9,2453304.69952,6.652631,6.652967,0,-9999999,0.068345,-1.321491,0.857908,-0.515001,0.981182,0.52,35,0.144248,3.472002,2004-10-26T04:39:56.735,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.74937183097889e-05,1.02891703490282e-06,0,0
138326,HD22049,53.22956,-9.45695,2453304.7002662,6.830033,1.042506,16458.912111,1.104238,6.153524,0.592294,16458.464076,0.506581,6.197806,0.592213,15.24413,5.317683,4.489127,1.70619,0.552089,0.000692,0.223178,0.000734,0.294472,0.000938,0,6.470416,41.071986,0.020846,16,116.7,2453304.70027,6.650562,6.650876,0,-9999999,0.068345,-1.321723,0.857908,-0.51638,0.981182,0.4,35,15.303855,5.297141,2004-10-26T04:41:04.101,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.90914380934447e-05,1.01572989158836e-06,0,0
138327,HD22049,53.22956,-9.45695,2453304.7010913,9.022258,1.105864,16461.363668,1.146979,8.345488,0.697802,16460.914076,0.594006,8.381255,0.697895,4.46523,5.607199,0.45575,1.836632,0.551176,0.000815,0.223109,0.000871,0.295717,0.001115,0,6.472298,41.098901,0.020225,16,99.1,2453304.70109,6.648225,6.648553,0,-9999999,0.068345,-1.321984,0.857908,-0.517937,0.981182,0.53,35,4.534107,5.583221,2004-10-26T04:42:10.838,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,5.00023234625534e-05,1.17871354138866e-06,0,0
138328,HD22049,53.22956,-9.45695,2453304.7018484,8.52959,1.044503,16460.207955,1.106218,7.85258,0.595802,16459.756935,0.510883,7.847169,0.595808,6.875113,5.170473,4.880841,1.473765,0.555075,0.000711,0.224127,0.000749,0.296977,0.000959,0,6.473494,41.076071,0.019228,16,114.9,2453304.70184,6.646076,6.646396,0,-9999999,0.068345,-1.322224,0.857908,-0.519365,0.981182,0.51,35,6.952227,5.144898,2004-10-26T04:43:16.954,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.8148933206452e-05,9.76602521910707e-07,0,0
138329,HD22049,53.22956,-9.45695,2453304.7026148,7.488804,1.072739,16458.964513,1.124403,6.811551,0.644021,16458.512048,0.54915,6.821479,0.644098,0.64288,5.542441,4.012339,1.547105,0.553004,0.000749,0.22415,0.000799,0.294883,0.00102,0,6.471416,41.08412,0.019955,16,107.7,2453304.70261,6.643899,6.644198,0,-9999999,0.068346,-1.322467,0.857908,-0.520811,0.981182,0.48,35,0.742359,5.52307,2004-10-26T04:44:24.221,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,5.07914077612244e-05,1.09572641858659e-06,0,0
138330,HD22049,53.22956,-9.45695,2453304.7033806,7.322771,0.929164,16459.423234,1.027518,6.645275,0.356847,16458.969324,0.305083,6.651478,0.356752,3.715705,2.892519,5.980344,0.747617,0.553176,0.000414,0.223362,0.000434,0.296055,0.000557,0,6.474933,41.049562,0.019817,16,195.0,2453304.70338,6.64172,6.642029,0,-9999999,0.068346,-1.32271,0.857908,-0.522256,0.981182,0.46,35,3.793587,2.860918,2004-10-26T04:45:31.078,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.66473883201839e-05,9.24308450746382e-07,0,0
138331,HD22049,53.22956,-9.45695,2453304.7041626,7.12406,0.928715,16459.123945,1.026891,6.446317,0.355674,16458.66856,0.302964,6.471521,0.355537,-1.894613,3.093509,6.575012,0.763434,0.552624,0.00041,0.222807,0.00043,0.296202,0.000553,0,6.473819,41.044916,0.020894,16,196.2,2453304.70415,6.639493,6.639825,0,-9999999,0.068346,-1.322957,0.857908,-0.523731,0.981182,0.49,35,-1.811904,3.065181,2004-10-26T04:46:37.594,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.77110689571321e-05,7.62045107431796e-07,0,0
138332,HD22049,53.22956,-9.45695,2453304.7049299,7.920104,0.927594,16460.08988,1.02651,7.242118,0.352738,16459.633047,0.301671,7.263382,0.352696,2.169864,3.181599,4.186274,0.794024,0.553227,0.000413,0.223397,0.000432,0.295845,0.000553,0,6.47168,41.05809,0.019746,16,196.1,2453304.70493,6.637304,6.637619,0,-9999999,0.068346,-1.3232,0.857908,-0.525179,0.981182,0.48,35,2.24699,3.150789,2004-10-26T04:47:44.241,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.6974675299857e-05,8.82736850403256e-07,0,0
138333,HD22049,53.22956,-9.45695,2453304.7057184,7.358981,0.933187,16459.439616,1.030311,6.680745,0.367194,16458.981296,0.314361,6.707001,0.36718,5.31065,3.533065,3.207912,0.922083,0.553416,0.00043,0.22435,0.000451,0.295997,0.000576,0,6.470953,41.063723,0.021508,16,188.3,2453304.70572,6.635052,6.635376,0,-9999999,0.068346,-1.32345,0.857908,-0.526666,0.981182,0.53,35,5.382434,3.507368,2004-10-26T04:48:50.617,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.75665976820512e-05,7.96662186143009e-07,0,0
138334,HD22049,53.22956,-9.45695,2453304.7064709,7.043615,0.977003,16458.925573,1.060617,6.36514,0.467469,16458.465833,0.40273,6.389037,0.467462,1.92048,4.392331,8.976677,1.02328,0.552648,0.000547,0.222924,0.000575,0.297179,0.000739,0,6.477632,41.031308,0.021762,16,147.7,2453304.70647,6.6329,6.633202,0,-9999999,0.068346,-1.323688,0.857908,-0.528086,0.981182,0.5,35,1.997389,4.371723,2004-10-26T04:49:56.674,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.70640725433184e-05,9.81846877122748e-07,0,0
138335,HD22049,53.22956,-9.45695,2453304.707239,6.894553,1.004509,16459.162735,1.079766,6.215835,0.522524,16458.701546,0.450753,6.266541,0.522476,3.856344,4.476663,7.404433,1.284184,0.55417,0.000616,0.223696,0.000649,0.29599,0.00083,0,6.474512,41.044841,0.020823,16,131.6,2453304.70723,6.630701,6.63102,0,-9999999,0.068346,-1.323932,0.857908,-0.529535,0.981182,0.44,35,3.952847,4.456146,2004-10-26T04:51:05.141,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.6094076923235e-05,9.26072382687401e-07,0,0
138336,HD22049,53.22956,-9.45695,2453304.708036,7.661625,0.99177,16459.869552,1.070838,6.982655,0.497595,16459.40686,0.428925,6.996609,0.497558,2.481707,4.654017,5.056719,1.119591,0.553569,0.000584,0.223938,0.000616,0.296717,0.000789,0,6.471638,41.064863,0.020312,16,138.5,2453304.70803,6.628417,6.628736,0,-9999999,0.068347,-1.324184,0.857908,-0.531039,0.981182,0.43,35,2.551439,4.632193,2004-10-26T04:52:14.347,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.72956489089099e-05,8.90532642146506e-07,0,0
138337,HD22049,53.22956,-9.45695,2453304.7088029,6.531719,1.140933,16457.819368,1.170052,5.852506,0.752145,16457.355229,0.63742,5.906365,0.752197,11.528754,7.200202,4.072263,1.929985,0.552613,0.000885,0.22356,0.000942,0.295138,0.001204,0,6.473356,41.082921,0.018677,16,92.0,2453304.7088,6.626216,6.626548,0,-9999999,0.068347,-1.324427,0.857908,-0.532486,0.981182,0.46,35,11.618343,7.184517,2004-10-26T04:53:19.553,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.59835708333553e-05,1.03422656486424e-06,0,0
138338,HD22049,53.22956,-9.45695,2453304.7095834,6.325989,1.392204,16459.099946,1.373533,5.646528,1.09646,16458.634335,0.961185,5.692139,1.096467,10.534015,9.585437,-5.698827,3.006542,0.55191,0.001231,0.225464,0.001361,0.29641,0.001732,0,6.47494,41.165065,0.020148,16,65.7,2453304.70958,6.623973,6.624292,0,-9999999,0.068347,-1.324674,0.857908,-0.533958,0.981182,0.5,35,10.617752,9.57454,2004-10-26T04:54:25.589,-9999999,K5,60.A-9036(A),UNKNOWN,-9999999,HARPS_ech_obs_all,HARPS_ech_obs_thosimult,STAR_WAVE_K2,4.42336264241032e-05,1.20329063567781e-06,0,0
