_tab5_1,RV,e_RV,FWHM,Contrast,Bisector,logR_HK,Texp
6923.635879,-18.42241,0.00040,6.05934,49.812,0.01183,-5.0169,900
6923.639629,-18.42267,0.00039,6.06057,49.798,0.01253,-5.0177,900
6923.643368,-18.42249,0.00040,6.05956,49.806,0.01201,-5.0155,900
6924.552312,-18.42126,0.00042,6.06110,49.817,0.01161,-5.0117,900
6924.556050,-18.42097,0.00043,6.05978,49.824,0.01182,-5.0104,900
6924.559893,-18.42065,0.00042,6.05971,49.819,0.01198,-5.0102,900
6924.642371,-18.42102,0.00041,6.05938,49.820,0.01176,-5.0103,900
6924.646052,-18.42001,0.00041,6.05927,49.810,0.01347,-5.0084,900
6924.649872,-18.42026,0.00040,6.05983,49.805,0.01269,-5.0067,900
6960.471275,-18.42504,0.00038,6.06197,49.771,0.01203,-4.9926,900
6960.476634,-18.42413,0.00038,6.06231,49.773,0.01206,-4.9907,900
6960.571147,-18.42397,0.00039,6.06430,49.789,0.01295,-4.9918,900
6960.574804,-18.42427,0.00039,6.06292,49.793,0.01283,-4.9912,900
6960.578542,-18.42443,0.00039,6.06254,49.804,0.01297,-4.9942,900
6961.490972,-18.42234,0.00041,6.06410,49.821,0.01185,-4.9926,900
6961.494837,-18.42134,0.00041,6.06344,49.807,0.01406,-4.9909,900
6961.498425,-18.42185,0.00040,6.06453,49.800,0.01215,-4.9909,900
6961.557765,-18.42148,0.00043,6.06498,49.828,0.01077,-4.9965,900
6961.560427,-18.42210,0.00042,6.06438,49.824,0.01250,-4.9962,900
6961.563008,-18.42170,0.00042,6.06480,49.818,0.01213,-4.9925,900
6961.565577,-18.42133,0.00042,6.06449,49.821,0.01341,-4.9916,900
6962.465679,-18.42036,0.00042,6.06374,49.823,0.01387,-4.9920,900
6962.470934,-18.41997,0.00042,6.06413,49.815,0.01345,-4.9921,900
6962.560493,-18.42162,0.00042,6.06442,49.816,0.01323,-4.9989,900
6962.566095,-18.42141,0.00044,6.06403,49.819,0.01328,-4.9985,900
6965.470339,-18.41744,0.00046,6.06317,49.842,0.01406,-4.9877,900
6965.475594,-18.41766,0.00044,6.06382,49.835,0.01329,-4.9895,900
6965.551287,-18.41925,0.00045,6.06391,49.833,0.01360,-4.9841,900
6965.556831,-18.41967,0.00045,6.06386,49.830,0.01280,-4.9900,900
6967.441887,-18.42366,0.00040,6.06331,49.816,0.01320,-4.9905,900
6967.444491,-18.42301,0.00040,6.06465,49.814,0.01305,-4.9887,900
6967.447142,-18.42329,0.00040,6.06212,49.829,0.01374,-4.9915,900
6967.449688,-18.42301,0.00040,6.06328,49.823,0.01358,-4.9894,900
6967.533598,-18.42365,0.00042,6.06277,49.843,0.01320,-5.0021,900
6967.536226,-18.42436,0.00044,6.06317,49.849,0.01466,-5.0018,900
6967.538899,-18.42489,0.00044,6.06248,49.844,0.01338,-5.0026,900
6967.541526,-18.42434,0.00044,6.06336,49.853,0.01349,-4.9988,900
6968.400143,-18.42318,0.00044,6.06021,49.857,0.01273,-5.0055,900
6968.405930,-18.42305,0.00047,6.05957,49.865,0.01411,-5.0036,900
6968.506495,-18.42321,0.00048,6.06085,49.859,0.01429,-5.0051,900
6968.512016,-18.42348,0.00048,6.06055,49.863,0.01279,-5.0051,900
6969.443095,-18.42545,0.00041,6.06023,49.837,0.01280,-5.0057,900
6969.446706,-18.42643,0.00040,6.05948,49.837,0.01230,-5.0063,900
6969.450537,-18.42695,0.00041,6.06035,49.840,0.01250,-5.0052,900
6969.547410,-18.42600,0.00039,6.06038,49.826,0.01353,-5.0105,900
6969.551206,-18.42634,0.00039,6.05948,49.826,0.01402,-5.0080,900
6969.554794,-18.42640,0.00040,6.06070,49.832,0.01358,-5.0097,900
7012.324334,-18.42179,0.00040,6.05937,49.831,0.01374,-5.0083,900
7012.328118,-18.42165,0.00041,6.06006,49.841,0.01353,-5.0088,900
7012.331915,-18.42180,0.00042,6.05909,49.840,0.01341,-5.0083,900
7012.409908,-18.42240,0.00045,6.05819,49.858,0.01351,-5.0058,900
7012.413970,-18.42228,0.00044,6.06034,49.850,0.01409,-5.0073,900
7012.417512,-18.42263,0.00044,6.05865,49.851,0.01304,-5.0093,900
7014.341402,-18.42214,0.00040,6.05838,49.853,0.01387,-5.0131,900
7014.347362,-18.42187,0.00041,6.05844,49.852,0.01227,-5.0140,900
7014.423770,-18.42188,0.00041,6.05839,49.852,0.01256,-5.0094,900
7014.429325,-18.42172,0.00040,6.05755,49.849,0.01236,-5.0136,900
7015.328455,-18.42511,0.00061,6.05704,49.908,0.01377,-5.0257,900
7015.334681,-18.42657,0.00066,6.05560,49.913,0.01207,-5.0282,900
7016.403952,-18.42690,0.00043,6.05902,49.856,0.01228,-5.0201,900
7016.407806,-18.42725,0.00042,6.05831,49.856,0.01118,-5.0188,900
7016.411521,-18.42703,0.00042,6.05806,49.858,0.01265,-5.0198,900
7018.329100,-18.42090,0.00040,6.05595,49.858,0.01060,-5.0248,900
7018.332746,-18.42063,0.00041,6.05622,49.860,0.01063,-5.0234,900
7018.336646,-18.42079,0.00041,6.05635,49.863,0.01150,-5.0268,900
7018.443828,-18.42250,0.00048,6.05627,49.892,0.01097,-5.0274,900
7018.446223,-18.42201,0.00048,6.05611,49.890,0.01109,-5.0260,900
7018.448503,-18.42330,0.00050,6.05562,49.901,0.01090,-5.0302,900
7018.450899,-18.42352,0.00050,6.05671,49.895,0.01029,-5.0266,900
7018.453248,-18.42323,0.00053,6.05574,49.907,0.01007,-5.0324,900
7019.335445,-18.42351,0.00043,6.05544,49.884,0.01120,-5.0233,900
7019.337783,-18.42291,0.00043,6.05638,49.878,0.01015,-5.0197,900
7019.340132,-18.42371,0.00044,6.05634,49.877,0.01057,-5.0216,900
7019.342528,-18.42391,0.00044,6.05582,49.883,0.01210,-5.0189,900
7019.344854,-18.42490,0.00044,6.05772,49.885,0.01107,-5.0218,900
7019.427095,-18.42349,0.00046,6.05668,49.888,0.01138,-5.0219,900
7019.429456,-18.42426,0.00045,6.05638,49.878,0.01134,-5.0238,900
7019.431817,-18.42339,0.00044,6.05693,49.873,0.01133,-5.0221,900
7019.434178,-18.42382,0.00043,6.05681,49.872,0.01100,-5.0246,900
7019.436527,-18.42387,0.00044,6.05669,49.874,0.00976,-5.0251,900
7020.317554,-18.41904,0.00047,6.05524,49.901,0.00944,-5.0205,900
7020.319012,-18.41846,0.00049,6.05455,49.908,0.01042,-5.0194,900
7020.320494,-18.41765,0.00049,6.05657,49.906,0.01003,-5.0155,900
7020.321917,-18.41901,0.00048,6.05658,49.898,0.01028,-5.0170,900
7020.323376,-18.41830,0.00049,6.05519,49.909,0.00921,-5.0158,900
7020.324776,-18.41875,0.00050,6.05363,49.919,0.01065,-5.0190,900
7020.326257,-18.41824,0.00052,6.05588,49.904,0.00925,-5.0148,900
7020.327692,-18.41831,0.00052,6.05476,49.916,0.01107,-5.0168,900
7020.329174,-18.41915,0.00052,6.05594,49.926,0.01082,-5.0172,900
7020.401774,-18.41939,0.00048,6.05622,49.899,0.00942,-5.0206,900
7020.403197,-18.42044,0.00049,6.05676,49.894,0.00993,-5.0226,900
7020.404702,-18.41940,0.00049,6.05552,49.904,0.01040,-5.0149,900
7020.406091,-18.42079,0.00047,6.05763,49.893,0.01004,-5.0228,900
7020.407537,-18.41953,0.00047,6.05527,49.894,0.00893,-5.0203,900
7020.408949,-18.41955,0.00048,6.05502,49.902,0.01026,-5.0229,900
7020.410466,-18.42114,0.00052,6.05678,49.910,0.00874,-5.0212,900
7020.411889,-18.42100,0.00050,6.05738,49.897,0.01010,-5.0278,900
7020.413313,-18.42226,0.00053,6.05849,49.909,0.00832,-5.0269,900
7021.432769,-18.42298,0.00046,6.05669,49.882,0.00989,-5.0174,900
7021.435153,-18.42265,0.00046,6.05748,49.888,0.00904,-5.0179,900
7021.437514,-18.42236,0.00047,6.05791,49.876,0.01134,-5.0179,900
7021.439910,-18.42272,0.00048,6.05857,49.883,0.00875,-5.0168,900
7021.442271,-18.42231,0.00048,6.05670,49.894,0.00869,-5.0204,900
7044.334172,-18.42954,0.00040,6.06878,49.786,0.01446,-4.9813,900
7044.337864,-18.42961,0.00041,6.06751,49.784,0.01517,-4.9816,900
7044.341683,-18.43018,0.00041,6.06866,49.788,0.01530,-4.9796,900
7045.326464,-18.42441,0.00040,6.06625,49.805,0.01350,-4.9843,900
7045.330214,-18.42463,0.00041,6.06749,49.802,0.01476,-4.9817,900
7045.333906,-18.42466,0.00043,6.06876,49.813,0.01404,-4.9799,900
7046.315284,-18.42606,0.00044,6.06632,49.827,0.01233,-4.9808,900
7046.319184,-18.42597,0.00046,6.06754,49.826,0.01372,-4.9815,900
7046.322830,-18.42656,0.00049,6.06853,49.828,0.01373,-4.9814,900
7184.696638,-18.42106,0.00042,6.07725,49.721,0.01513,-4.9268,900
7185.709637,-18.42853,0.00040,6.07996,49.688,0.01557,-4.9324,900
7185.713283,-18.42813,0.00039,6.07850,49.680,0.01422,-4.9328,900
7185.717219,-18.42827,0.00039,6.07909,49.681,0.01537,-4.9347,900
7186.710240,-18.42511,0.00037,6.07664,49.628,0.01455,-4.9380,900
7186.714512,-18.42518,0.00038,6.07626,49.639,0.01540,-4.9376,900
7188.705314,-18.42155,0.00040,6.07657,49.678,0.01634,-4.9424,900
7188.710835,-18.42206,0.00039,6.07667,49.671,0.01549,-4.9422,900
7189.697446,-18.42251,0.00039,6.07466,49.694,0.01596,-4.9398,900
7189.702817,-18.42205,0.00039,6.07329,49.697,0.01606,-4.9408,900
7190.711478,-18.42237,0.00038,6.07187,49.645,0.01651,-4.9532,900
7190.716895,-18.42142,0.00037,6.06916,49.617,0.01632,-4.9544,900
7191.711320,-18.42638,0.00038,6.07114,49.676,0.01607,-4.9509,900
7191.716841,-18.42553,0.00038,6.07270,49.673,0.01783,-4.9517,900
7192.709287,-18.42758,0.00038,6.07137,49.685,0.01671,-4.9530,900
7192.714819,-18.42807,0.00038,6.07213,49.693,0.01700,-4.9525,900
7193.710611,-18.42287,0.00037,6.06929,49.666,0.01735,-4.9610,900
7195.711709,-18.42739,0.00044,6.06780,49.801,0.01542,-4.9701,900
7195.715587,-18.42749,0.00042,6.06821,49.781,0.01624,-4.9708,900
7195.719268,-18.42752,0.00042,6.06686,49.793,0.01621,-4.9713,900
7221.579179,-18.42318,0.00041,6.07314,49.738,0.01244,-4.9698,900
7221.581598,-18.42326,0.00042,6.07280,49.747,0.01106,-4.9730,900
7221.583924,-18.42280,0.00041,6.07354,49.728,0.01263,-4.9709,900
7221.586286,-18.42276,0.00041,6.07210,49.741,0.01232,-4.9701,900
7221.588624,-18.42271,0.00041,6.07225,49.740,0.01249,-4.9731,900
7221.676592,-18.42236,0.00040,6.07421,49.732,0.01208,-4.9668,900
7221.678964,-18.42284,0.00040,6.07406,49.732,0.01158,-4.9669,900
7221.681349,-18.42266,0.00040,6.07385,49.726,0.01233,-4.9649,900
7221.683687,-18.42269,0.00040,6.07410,49.730,0.01278,-4.9656,900
7221.686060,-18.42231,0.00041,6.07381,49.734,0.01123,-4.9644,900
7222.600973,-18.42435,0.00042,6.07440,49.736,0.01316,-4.9717,900
7222.602975,-18.42480,0.00042,6.07275,49.737,0.01257,-4.9686,900
7222.605001,-18.42443,0.00042,6.07460,49.731,0.01287,-4.9695,900
7222.607003,-18.42443,0.00042,6.07448,49.734,0.01275,-4.9728,900
7222.609029,-18.42454,0.00043,6.07381,49.736,0.01247,-4.9667,900
7222.611020,-18.42447,0.00043,6.07491,49.731,0.01354,-4.9684,900
7222.716882,-18.42579,0.00041,6.07541,49.725,0.01215,-4.9617,900
7222.718896,-18.42521,0.00041,6.07535,49.728,0.01217,-4.9614,900
7222.720922,-18.42543,0.00041,6.07550,49.724,0.01313,-4.9593,900
7222.722912,-18.42486,0.00041,6.07403,49.724,0.01339,-4.9575,900
7222.724915,-18.42578,0.00041,6.07576,49.721,0.01259,-4.9592,900
7222.726941,-18.42555,0.00041,6.07557,49.724,0.01295,-4.9580,900
7223.555471,-18.42861,0.00044,6.07669,49.730,0.01336,-4.9610,900
7223.559279,-18.42828,0.00042,6.07690,49.714,0.01260,-4.9625,900
7223.562960,-18.42782,0.00042,6.07474,49.722,0.01243,-4.9617,900
7223.668811,-18.42716,0.00044,6.07546,49.736,0.01372,-4.9621,900
7223.672631,-18.42650,0.00044,6.07646,49.725,0.01263,-4.9590,900
7223.676497,-18.42692,0.00041,6.07755,49.707,0.01230,-4.9572,900
7224.552449,-18.42776,0.00068,6.07743,49.743,0.01382,-4.9469,900
7224.556350,-18.42676,0.00064,6.07486,49.767,0.01574,-4.9492,900
7224.560030,-18.42795,0.00062,6.07702,49.753,0.01319,-4.9505,900
7224.688255,-18.42612,0.00061,6.07723,49.749,0.01603,-4.9495,900
7224.691913,-18.42586,0.00060,6.07586,49.760,0.01347,-4.9620,900
7224.696010,-18.42686,0.00053,6.07597,49.745,0.01440,-4.9527,900
7225.564300,-18.42755,0.00047,6.07920,49.716,0.01323,-4.9507,900
7225.568131,-18.42778,0.00048,6.07903,49.719,0.01337,-4.9472,900
7225.571824,-18.42721,0.00047,6.07859,49.718,0.01573,-4.9506,900
7225.721450,-18.42907,0.00043,6.07923,49.706,0.01435,-4.9497,900
7225.725062,-18.42902,0.00046,6.07917,49.707,0.01414,-4.9520,900
7225.728951,-18.42900,0.00047,6.08064,49.710,0.01570,-4.9520,900
7226.533082,-18.42918,0.00045,6.08108,49.707,0.01496,-4.9517,900
7226.536843,-18.42958,0.00046,6.08150,49.708,0.01640,-4.9499,900
7226.540628,-18.42986,0.00046,6.08078,49.710,0.01474,-4.9460,900
7226.731646,-18.42922,0.00042,6.08238,49.692,0.01508,-4.9426,900
7226.735396,-18.42884,0.00042,6.08153,49.691,0.01432,-4.9479,900
7226.739135,-18.42889,0.00042,6.08092,49.682,0.01507,-4.9486,900
7227.530950,-18.42264,0.00042,6.08289,49.680,0.01603,-4.9369,900
7227.534701,-18.42227,0.00040,6.08377,49.667,0.01448,-4.9367,900
7227.538462,-18.42263,0.00041,6.08257,49.676,0.01479,-4.9378,900
7227.723693,-18.42102,0.00039,6.08251,49.667,0.01502,-4.9395,900
7227.727443,-18.42125,0.00039,6.08259,49.666,0.01574,-4.9398,900
7227.731170,-18.42149,0.00039,6.08219,49.659,0.01551,-4.9395,900
7228.535104,-18.42088,0.00042,6.08277,49.682,0.01390,-4.9365,900
7228.538877,-18.42117,0.00043,6.08315,49.681,0.01532,-4.9375,900
7228.542524,-18.42050,0.00042,6.08341,49.681,0.01480,-4.9344,900
7228.720971,-18.42175,0.00048,6.08322,49.699,0.01636,-4.9327,900
7228.724756,-18.42184,0.00049,6.08493,49.698,0.01650,-4.9376,900
7228.728159,-18.42296,0.00053,6.08119,49.713,0.01492,-4.9331,900
7229.531514,-18.42446,0.00044,6.08302,49.693,0.01518,-4.9343,900
7229.534443,-18.42455,0.00044,6.08346,49.696,0.01535,-4.9323,900
7229.537278,-18.42471,0.00043,6.08330,49.688,0.01647,-4.9369,900
7229.540195,-18.42404,0.00043,6.08379,49.689,0.01507,-4.9355,900
7229.725298,-18.42497,0.00043,6.08453,49.678,0.01665,-4.9261,900
7229.727949,-18.42462,0.00042,6.08319,49.693,0.01635,-4.9284,900
7229.730981,-18.42526,0.00041,6.08363,49.682,0.01502,-4.9285,900
7229.733690,-18.42541,0.00040,6.08434,49.680,0.01623,-4.9290,900
7230.542196,-18.42262,0.00046,6.08369,49.700,0.01555,-4.9381,900
7230.545807,-18.42219,0.00045,6.08440,49.692,0.01636,-4.9362,900
7230.549569,-18.42309,0.00043,6.08388,49.681,0.01616,-4.9437,900
7230.724127,-18.42218,0.00039,6.08383,49.657,0.01686,-4.9378,900
7230.727877,-18.42223,0.00040,6.08366,49.671,0.01640,-4.9329,900
7230.731651,-18.42260,0.00040,6.08340,49.671,0.01695,-4.9381,900
7253.418204,-18.41816,0.00062,6.06365,49.823,0.01437,-4.9773,900
7253.419407,-18.41739,0.00059,6.06398,49.809,0.01472,-4.9688,900
7253.420646,-18.42077,0.00059,6.06706,49.803,0.01234,-4.9700,900
7253.421873,-18.41581,0.00060,6.06534,49.801,0.01322,-4.9692,900
7253.423042,-18.41904,0.00061,6.06561,49.801,0.01462,-4.9706,900
7253.424315,-18.41860,0.00059,6.06486,49.802,0.01409,-4.9742,900
7267.639443,-18.42536,0.00044,6.06855,49.783,0.01085,-4.9565,900
7267.641828,-18.42406,0.00045,6.06968,49.785,0.01158,-4.9589,900
7267.644235,-18.42415,0.00045,6.06829,49.790,0.01171,-4.9605,900
7267.646550,-18.42439,0.00046,6.06927,49.789,0.01177,-4.9573,900
7267.648911,-18.42464,0.00045,6.06972,49.782,0.01173,-4.9569,900
7267.726229,-18.42568,0.00045,6.06945,49.785,0.01172,-4.9688,900
7267.728706,-18.42633,0.00047,6.07103,49.782,0.01241,-4.9656,900
7267.730928,-18.42631,0.00047,6.07226,49.774,0.01333,-4.9667,900
7267.733394,-18.42617,0.00046,6.07076,49.781,0.01220,-4.9730,900
7267.735755,-18.42660,0.00046,6.07074,49.787,0.01105,-4.9668,900
7268.641022,-18.42278,0.00039,6.07054,49.736,0.01238,-4.9620,900
7268.721557,-18.42383,0.00039,6.07205,49.727,0.01292,-4.9652,900
7279.680063,-18.42699,0.00041,6.07550,49.692,0.01652,-4.9480,900
7279.685167,-18.42724,0.00041,6.07552,49.693,0.01577,-4.9479,900
7279.689091,-18.42737,0.00042,6.07639,49.704,0.01693,-4.9510,900
7281.338955,-18.42498,0.00049,6.07339,49.762,0.01534,-4.9613,900
7281.345552,-18.42450,0.00052,6.07026,49.781,0.01712,-4.9589,900
7281.347126,-18.42548,0.00052,6.07065,49.772,0.01824,-4.9583,900
7281.348585,-18.42430,0.00051,6.07217,49.762,0.01567,-4.9551,900
7281.352450,-18.42502,0.00054,6.07043,49.780,0.01707,-4.9621,900
7281.353920,-18.42532,0.00053,6.06931,49.783,0.01728,-4.9640,900
7284.587829,-18.42543,0.00046,6.06820,49.777,0.01512,-4.9720,900
7284.589878,-18.42610,0.00048,6.06927,49.775,0.01582,-4.9733,900
7284.591892,-18.42607,0.00048,6.06804,49.775,0.01373,-4.9684,900
7284.593871,-18.42625,0.00045,6.06604,49.774,0.01417,-4.9700,900
7284.595908,-18.42635,0.00044,6.06735,49.775,0.01489,-4.9741,900
7284.597992,-18.42676,0.00044,6.06895,49.763,0.01502,-4.9737,900
7300.596108,-18.41880,0.00042,6.07278,49.719,0.01533,-4.9497,900
7301.557600,-18.41680,0.00041,6.07515,49.701,0.01571,-4.9484,900
7301.559961,-18.41654,0.00041,6.07621,49.697,0.01583,-4.9493,900
7301.562345,-18.41671,0.00041,6.07521,49.702,0.01517,-4.9506,900
7301.564718,-18.41665,0.00041,6.07651,49.696,0.01518,-4.9508,900
7301.567056,-18.41640,0.00040,6.07587,49.700,0.01548,-4.9501,900
7301.643920,-18.41625,0.00043,6.07611,49.714,0.01542,-4.9492,900
7301.645934,-18.41742,0.00046,6.07596,49.720,0.01437,-4.9539,900
7301.648006,-18.41768,0.00046,6.07730,49.718,0.01487,-4.9529,900
7301.650078,-18.41628,0.00044,6.07426,49.717,0.01601,-4.9477,900
7301.652011,-18.41713,0.00046,6.07535,49.727,0.01466,-4.9555,900
7301.654048,-18.41718,0.00046,6.07506,49.718,0.01507,-4.9548,900
7321.461723,-18.42776,0.00043,6.07160,49.765,0.01355,-4.9573,900
7321.465426,-18.42775,0.00045,6.07062,49.770,0.01417,-4.9572,900
7321.469292,-18.42815,0.00043,6.07081,49.768,0.01373,-4.9522,900
7321.564801,-18.42785,0.00043,6.07150,49.770,0.01438,-4.9561,900
7321.568689,-18.42793,0.00042,6.07085,49.759,0.01339,-4.9533,900
7321.572451,-18.42662,0.00043,6.07129,49.759,0.01468,-4.9531,900
7322.464097,-18.42842,0.00039,6.07033,49.736,0.01433,-4.9640,900
7322.467037,-18.42875,0.00039,6.07064,49.740,0.01373,-4.9667,900
7322.469942,-18.42851,0.00039,6.07131,49.732,0.01397,-4.9632,900
7322.472801,-18.42891,0.00039,6.07228,49.736,0.01461,-4.9631,900
7322.572383,-18.42871,0.00043,6.07277,49.755,0.01481,-4.9581,900
7322.575358,-18.42903,0.00044,6.07238,49.760,0.01403,-4.9602,900
7322.578274,-18.42946,0.00043,6.07214,49.755,0.01391,-4.9614,900
7322.581249,-18.42885,0.00042,6.07313,49.749,0.01356,-4.9605,900
7324.312063,-18.42378,0.00044,6.07150,49.760,0.01456,-4.9582,900
7324.315049,-18.42365,0.00045,6.07012,49.769,0.01394,-4.9580,900
7324.317862,-18.42476,0.00045,6.07118,49.768,0.01306,-4.9583,900
7324.320813,-18.42447,0.00044,6.07131,49.770,0.01298,-4.9578,900
7324.448311,-18.42601,0.00044,6.07157,49.761,0.01326,-4.9586,900
7324.451240,-18.42446,0.00044,6.07038,49.763,0.01450,-4.9593,900
7324.454145,-18.42518,0.00045,6.07197,49.753,0.01369,-4.9588,900
7324.456957,-18.42551,0.00044,6.07045,49.763,0.01299,-4.9560,900
7330.459170,-18.42040,0.00044,6.07934,49.689,0.01568,-4.9470,900
7330.461762,-18.42077,0.00044,6.07739,49.695,0.01568,-4.9438,900
7330.464355,-18.42042,0.00044,6.07673,49.701,0.01487,-4.9440,900
7330.466947,-18.42076,0.00044,6.07714,49.701,0.01524,-4.9459,900
7330.547976,-18.42088,0.00042,6.07891,49.683,0.01599,-4.9452,900
7330.551309,-18.42108,0.00042,6.07924,49.687,0.01464,-4.9456,900
7330.554793,-18.42135,0.00042,6.07879,49.685,0.01548,-4.9452,900
7331.452276,-18.42472,0.00042,6.07739,49.700,0.01515,-4.9423,900
7331.455077,-18.42561,0.00044,6.07894,49.693,0.01664,-4.9407,900
7331.458029,-18.42635,0.00044,6.07681,49.701,0.01516,-4.9428,900
7331.460911,-18.42577,0.00043,6.07678,49.695,0.01552,-4.9420,900
7331.544890,-18.42588,0.00043,6.07824,49.686,0.01537,-4.9390,900
7331.547738,-18.42591,0.00043,6.07692,49.697,0.01519,-4.9402,900
7331.550666,-18.42670,0.00043,6.07847,49.688,0.01579,-4.9416,900
7331.553455,-18.42679,0.00043,6.07777,49.695,0.01562,-4.9412,900
7332.449850,-18.42595,0.00043,6.07829,49.700,0.01586,-4.9442,900
7332.452685,-18.42655,0.00044,6.07678,49.709,0.01622,-4.9410,900
7332.455625,-18.42651,0.00045,6.07686,49.711,0.01660,-4.9458,900
7332.458507,-18.42620,0.00044,6.07759,49.711,0.01509,-4.9402,900
7332.544281,-18.42587,0.00045,6.07802,49.711,0.01588,-4.9468,900
7332.547116,-18.42647,0.00045,6.07692,49.714,0.01574,-4.9440,900
7332.550068,-18.42596,0.00044,6.07798,49.707,0.01584,-4.9428,900
7332.552892,-18.42582,0.00044,6.07612,49.713,0.01542,-4.9430,900
7333.533173,-18.42774,0.00043,6.07845,49.707,0.01646,-4.9533,900
7333.536170,-18.42812,0.00044,6.07716,49.710,0.01592,-4.9509,900
7333.539052,-18.42802,0.00044,6.07727,49.710,0.01706,-4.9506,900
7333.541830,-18.42781,0.00045,6.07856,49.712,0.01671,-4.9490,900
7334.440074,-18.42907,0.00041,6.07881,49.698,0.01597,-4.9447,900
7334.442736,-18.42941,0.00042,6.07918,49.707,0.01634,-4.9428,900
7334.445213,-18.42991,0.00043,6.07805,49.716,0.01626,-4.9438,900
7334.447933,-18.43027,0.00054,6.07875,49.736,0.01518,-4.9448,900
7334.531647,-18.43028,0.00046,6.07754,49.725,0.01851,-4.9492,900
7334.534193,-18.42981,0.00044,6.07680,49.713,0.01632,-4.9520,900
7334.536785,-18.43004,0.00043,6.07670,49.716,0.01605,-4.9539,900
7334.539343,-18.42990,0.00044,6.07710,49.721,0.01743,-4.9540,900
7335.445017,-18.42758,0.00047,6.07613,49.735,0.01724,-4.9440,900
7335.448501,-18.42713,0.00050,6.07669,49.739,0.01448,-4.9439,900
7335.452182,-18.42699,0.00080,6.07973,49.773,0.01800,-4.9499,900
7335.520861,-18.42756,0.00053,6.07673,49.746,0.01740,-4.9435,900
7335.526011,-18.42717,0.00055,6.07665,49.741,0.01715,-4.9550,900
